"SUID","consensus_direction","consensus_inhibition","consensus_stimulation","interaction","is_directed","is_inhibition","is_stimulation","name","references","selected","shared interaction","shared name","source","sources","target"
"27832","1","1","0","interacts with","1","1","0","CTCF (interacts with) ZNHIT2","22951020;22951020","false","interacts with","CTCF (interacts with) ZNHIT2","P49711","PAZAR;oreganno","Q9UHR6"
"27835","1","0","1","interacts with","1","0","1","ZNF148 (interacts with) RNLS","25295465;25295465","false","interacts with","ZNF148 (interacts with) RNLS","Q9UQR1","IntAct;oreganno","Q5VYX0"
"27836","1","0","1","interacts with","1","0","1","STAT3 (interacts with) RNLS","25295465;25295465","false","interacts with","STAT3 (interacts with) RNLS","P40763","IntAct;oreganno","Q5VYX0"
"27837","1","0","1","interacts with","1","0","1","SP1 (interacts with) RNLS","25295465;25295465","false","interacts with","SP1 (interacts with) RNLS","P08047","IntAct;oreganno","Q5VYX0"
"27839","1","0","1","interacts with","1","0","1","GLI2 (interacts with) FST","14691458;18319260;15140221;14691458;18319260;15140221","false","interacts with","GLI2 (interacts with) FST","P10070","tfact;trrust","P19883"
"27840","1","0","1","interacts with","1","0","1","SP1 (interacts with) BRD7","19111069;19111069;19111069","false","interacts with","SP1 (interacts with) BRD7","P08047","HTRIdb;hocomoco_v11;trrust","Q9NPI1"
"27841","1","0","1","interacts with","1","0","1","JUN (interacts with) RARB","9377582;9377582","false","interacts with","JUN (interacts with) RARB","P05412","hocomoco_v11;trrust","P10826"
"27842","1","0","1","interacts with","1","0","1","RARA (interacts with) RARB","10629091;10629091;10629091","false","interacts with","RARA (interacts with) RARB","P10276","PAZAR;tred_via_RegNetwork;trrust","P10826"
"27844","1","0","1","interacts with","1","0","1","CTCF (interacts with) NBN","22951020;22951020;22951020;22951020","false","interacts with","CTCF (interacts with) NBN","P49711","PAZAR;hocomoco_v11;jaspar_v2018;oreganno","O60934"
"27846","1","1","0","interacts with","1","1","0","CTCF (interacts with) RBM39","22951020;22951020","false","interacts with","CTCF (interacts with) RBM39","P49711","PAZAR;oreganno","Q14498"
"27848","1","0","1","interacts with","1","0","1","STAT3 (interacts with) PIM1","22273698;22273698;22273698;22273698;22273698","false","interacts with","STAT3 (interacts with) PIM1","P40763","ARACNe-GTEx;jaspar_v2018;kegg;tred_via_RegNetwork;trrust","P11309"
"27850","1","0","1","interacts with","1","0","1","SP1 (interacts with) ALOX12","9164849;9164849","false","interacts with","SP1 (interacts with) ALOX12","P08047","trrd_via_tfact;trrust","P18054"
"27851","1","1","0","interacts with","1","1","0","SREBF2 (interacts with) LRP1","20980003;16697011;20980003;16697011;20980003;16697011;20980003;16697011","false","interacts with","SREBF2 (interacts with) LRP1","Q12772","HTRIdb;ReMap;tfact;trrust","Q07954"
"27853","1","0","1","interacts with","1","0","1","CTCF (interacts with) MB","22951020;22951020;22951020","false","interacts with","CTCF (interacts with) MB","P49711","PAZAR;jaspar_v2018;oreganno","P02144"
"27855","1","1","0","interacts with","1","1","0","CTCF (interacts with) COMMD2","22951020;22951020;22951020","false","interacts with","CTCF (interacts with) COMMD2","P49711","ARACNe-GTEx;PAZAR;oreganno","Q86X83"
"27857","1","0","1","interacts with","1","0","1","CTCF (interacts with) NCBP3","22951020;22951020","false","interacts with","CTCF (interacts with) NCBP3","P49711","PAZAR;oreganno","Q53F19"
"27859","1","0","1","interacts with","1","0","1","RELA (interacts with) FGF8","16683270;16683270","false","interacts with","RELA (interacts with) FGF8","Q04206","IntAct;trrust","P55075"
"27860","1","1","0","interacts with","1","1","0","BCL6 (interacts with) HDAC7","11929873;11929873;11929873;11929873","false","interacts with","BCL6 (interacts with) HDAC7","P41182","ARACNe-GTEx;ReMap;jaspar_v2018;trrust","Q8WUI4"
"27862","1","0","1","interacts with","1","0","1","PPARA (interacts with) FABP3","16936205;16936205","false","interacts with","PPARA (interacts with) FABP3","Q07869","tfact;tred_via_RegNetwork","P05413"
"27863","1","0","1","interacts with","1","0","1","SPI1 (interacts with) ACP5","11481336;11481336;11481336","false","interacts with","SPI1 (interacts with) ACP5","P17947","ARACNe-GTEx;tred_via_RegNetwork;trrust","P13686"
"27864","1","0","1","interacts with","1","0","1","GATA4 (interacts with) NOS3","14555463;14555463","false","interacts with","GATA4 (interacts with) NOS3","P43694","HTRIdb;trrust","P29474"
"27865","1","0","1","interacts with","1","0","1","GATA4 (interacts with) CYP17A1","14988427;14988427","false","interacts with","GATA4 (interacts with) CYP17A1","P43694","NFIRegulomeDB;trrust","P05093"
"27866","1","0","1","interacts with","1","0","1","GATA4 (interacts with) IL5","7791790;9209438;7791790;9209438","false","interacts with","GATA4 (interacts with) IL5","P43694","HTRIdb;trrust","P05113"
"27867","1","1","0","interacts with","1","1","0","NANOG (interacts with) GATA4","15983365;15983365","false","interacts with","NANOG (interacts with) GATA4","Q9H9S0","ReMap;trrust","P43694"
"27868","1","0","1","interacts with","1","0","1","RARA (interacts with) SCD","11397803;11397803","false","interacts with","RARA (interacts with) SCD","P10276","tred_via_RegNetwork;trrust","O00767"
"27869","1","0","1","interacts with","1","0","1","SP1 (interacts with) PAX6","11574690;11574690","false","interacts with","SP1 (interacts with) PAX6","P08047","trrd_via_tfact;trrust","P26367"
"27870","1","0","1","interacts with","1","0","1","ETV4 (interacts with) VIM","8895512;8895512","false","interacts with","ETV4 (interacts with) VIM","P43268","tred_via_RegNetwork;trrust","P08670"
"27871","1","0","1","interacts with","1","0","1","JUN (interacts with) VIM","7986748;7986748;7986748","false","interacts with","JUN (interacts with) VIM","P05412","oreganno;tred_via_RegNetwork;trrd_via_tfact","P08670"
"27872","1","0","1","interacts with","1","0","1","ZEB2 (interacts with) VIM","22227038;22227038","false","interacts with","ZEB2 (interacts with) VIM","O60315","ARACNe-GTEx;trrust","P08670"
"27873","1","1","0","interacts with","1","1","0","TCF7L2 (interacts with) VIM","12750294;12750294","false","interacts with","TCF7L2 (interacts with) VIM","Q9NQB0","ARACNe-GTEx;tfact","P08670"
"27874","1","0","1","interacts with","1","0","1","SP1 (interacts with) VIM","12771217;12771217","false","interacts with","SP1 (interacts with) VIM","P08047","tred_via_RegNetwork;trrust","P08670"
"27876","1","0","1","interacts with","1","0","1","CTCF (interacts with) PMPCB","22951020;22951020;22951020","false","interacts with","CTCF (interacts with) PMPCB","P49711","PAZAR;jaspar_v2018;oreganno","O75439"
"27878","1","0","1","interacts with","1","0","1","ETV4 (interacts with) AGTR1","8206588;8206588;8206588","false","interacts with","ETV4 (interacts with) AGTR1","P43268","HTRIdb;tred_via_RegNetwork;trrust","P30556"
"27879","1","0","1","interacts with","1","0","1","SP1 (interacts with) AGTR1","11779634;22282354;15507319;11779634;22282354;15507319;11779634;22282354;15507319","false","interacts with","SP1 (interacts with) AGTR1","P08047","HTRIdb;tred_via_RegNetwork;trrust","P30556"
"27880","1","1","0","interacts with","1","1","0","SPI1 (interacts with) MACROD1","19698236;19698236","false","interacts with","SPI1 (interacts with) MACROD1","P17947","PAZAR;trrust","Q9BQ69"
"27881","1","1","0","interacts with","1","1","0","RARA (interacts with) MACROD1","19698236;19698236","false","interacts with","RARA (interacts with) MACROD1","P10276","jaspar_v2018;trrust","Q9BQ69"
"27882","1","0","1","interacts with","1","0","1","SP1 (interacts with) MACROD1","18206366;15691879;18206366;15691879","false","interacts with","SP1 (interacts with) MACROD1","P08047","oreganno;trrust","Q9BQ69"
"27883","1","0","1","interacts with","1","0","1","RELA (interacts with) IFNG","9374532;17407192;18690006;9374532;17407192;18690006;9374532;17407192;18690006","false","interacts with","RELA (interacts with) IFNG","Q04206","HTRIdb;kegg;trrust","P01579"
"27884","1","0","1","interacts with","1","0","1","JUN (interacts with) IFNG","11943142;12626576;20304822;20006311;18641343;11943142;12626576;20304822;20006311;18641343;11943142;12626576;20304822;20006311;18641343;11943142;12626576;20304822;20006311;18641343","false","interacts with","JUN (interacts with) IFNG","P05412","HTRIdb;kegg;tfact;trrust","P01579"
"27885","1","0","1","interacts with","1","0","1","NFKB1 (interacts with) IFNG","9374532;17407192;18690006;9374532;17407192;18690006;9374532;17407192;18690006;9374532;17407192;18690006","false","interacts with","NFKB1 (interacts with) IFNG","P19838","HTRIdb;kegg;tred_via_RegNetwork;trrust","P01579"
"27886","1","0","1","interacts with","1","0","1","E2F3 (interacts with) CDC6","12411495;18541154;12411495;18541154","false","interacts with","E2F3 (interacts with) CDC6","O00716","tfact;trrust","Q99741"
"27887","1","0","1","interacts with","1","0","1","E2F3 (interacts with) CDKN2A","11883935;15175242;19340300;11883935;15175242;19340300;11883935;15175242;19340300","false","interacts with","E2F3 (interacts with) CDKN2A","O00716","HTRIdb;hocomoco_v11;tfact","P42771"
"27888","1","0","1","interacts with","1","0","1","E2F3 (interacts with) MCM7","14990995;14990995","false","interacts with","E2F3 (interacts with) MCM7","O00716","jaspar_v2018;tfact","P33993"
"27890","1","1","0","interacts with","1","1","0","YBX1 (interacts with) KPNA2","20596676;20596676","false","interacts with","YBX1 (interacts with) KPNA2","P67809","ARACNe-GTEx;trrust","P52292"
"27891","1","0","1","interacts with","1","0","1","FOXA1 (interacts with) APOB","8441395;8441395;8441395","false","interacts with","FOXA1 (interacts with) APOB","P55317","PAZAR;oreganno;trrust","P04114"
"27893","1","0","1","interacts with","1","0","1","FOXA1 (interacts with) HSPA1A","19486887;19486887;19486887","false","interacts with","FOXA1 (interacts with) HSPA1A","P55317","HTRIdb;TFe;trrust","P0DMV8"
"27895","1","0","1","interacts with","1","0","1","FOXA1 (interacts with) KRT7","20043065;20043065","false","interacts with","FOXA1 (interacts with) KRT7","P55317","PAZAR;trrust","P08729"
"27896","1","1","0","interacts with","1","1","0","FOXA1 (interacts with) ABCA1","24807696;24807696","false","interacts with","FOXA1 (interacts with) ABCA1","P55317","PAZAR;trrust","O95477"
"27897","1","0","1","interacts with","1","0","1","FOXO4 (interacts with) BCL6","11777915;11777915;11777915","false","interacts with","FOXO4 (interacts with) BCL6","P98177","TFe;kegg;trrust","P41182"
"27898","1","0","1","interacts with","1","0","1","FOXO4 (interacts with) TNFSF10","23630076;23630076","false","interacts with","FOXO4 (interacts with) TNFSF10","P98177","kegg;trrust","P50591"
"27900","1","0","1","interacts with","1","0","1","ETV4 (interacts with) MMP7","11158322;11158322","false","interacts with","ETV4 (interacts with) MMP7","P43268","tred_via_RegNetwork;trrust","P09237"
"27901","1","0","1","interacts with","1","0","1","ETV4 (interacts with) ETS1","8247540;8247540;8247540","false","interacts with","ETV4 (interacts with) ETS1","P43268","fantom4;tred_via_RegNetwork;trrust","P14921"
"27902","1","0","1","interacts with","1","0","1","GATA2 (interacts with) LYL1","22951020;22951020;22951020","false","interacts with","GATA2 (interacts with) LYL1","P23769","ARACNe-GTEx;PAZAR;oreganno","P12980"
"27904","1","0","1","interacts with","1","0","1","SP1 (interacts with) HTT","22399227;22399227","false","interacts with","SP1 (interacts with) HTT","P08047","jaspar_v2018;trrust","P42858"
"27905","1","0","1","interacts with","1","0","1","YBX1 (interacts with) EGFR","19648825;17875215;19648825;17875215","false","interacts with","YBX1 (interacts with) EGFR","P67809","HTRIdb;trrust","P00533"
"27906","1","0","1","interacts with","1","0","1","EGR1 (interacts with) EGFR","11830539;11830539;11830539;11830539","false","interacts with","EGR1 (interacts with) EGFR","P18146","PAZAR;tfact;tred_via_RegNetwork;trrust","P00533"
"27907","1","0","1","interacts with","1","0","1","RELA (interacts with) EGFR","17881446;17881446;17881446;17881446","false","interacts with","RELA (interacts with) EGFR","Q04206","ReMap;hocomoco_v11;tred_via_RegNetwork;trrust","P00533"
"27908","1","0","1","interacts with","1","0","1","JUN (interacts with) EGFR","10803405;10803405;10803405","false","interacts with","JUN (interacts with) EGFR","P05412","ReMap;hocomoco_v11;trrust","P00533"
"27909","1","0","1","interacts with","1","0","1","STAT3 (interacts with) EGFR","23504318;21590492;23504318;21590492","false","interacts with","STAT3 (interacts with) EGFR","P40763","ReMap;trrust","P00533"
"27910","1","0","1","interacts with","1","0","1","NFKB1 (interacts with) EGFR","17881446;14678988;17881446;14678988;17881446;14678988","false","interacts with","NFKB1 (interacts with) EGFR","P19838","HTRIdb;jaspar_v2018;trrust","P00533"
"27911","1","1","0","interacts with","1","1","0","WT1 (interacts with) EGFR","9291179;9291179","false","interacts with","WT1 (interacts with) EGFR","P19544","tred_via_RegNetwork;trrust","P00533"
"27912","1","1","0","interacts with","1","1","0","SP1 (interacts with) EGFR","10830317;18202149;16087726;10830317;18202149;16087726;10830317;18202149;16087726;10830317;18202149;16087726;10830317;18202149;16087726;10830317;18202149;16087726","false","interacts with","SP1 (interacts with) EGFR","P08047","HTRIdb;ReMap;oreganno;tred_via_RegNetwork;trrd_via_tfact;trrust","P00533"
"27913","1","0","1","interacts with","1","0","1","RELA (interacts with) SNAI1","17665043;18477483;17665043;18477483","false","interacts with","RELA (interacts with) SNAI1","Q04206","ARACNe-GTEx;trrust","O95863"
"27914","1","1","0","interacts with","1","1","0","SNAI1 (interacts with) CDH1","12579345;19874710;15311212;20053763;25314079;16502042;19893985;16424022;16617148;16804902;19179606;17671186;12579345;19874710;15311212;20053763;25314079;16502042;19893985;16424022;16617148;16804902;19179606;17671186;12579345;19874710;15311212;20053763;25314079;16502042;19893985;16424022;16617148;16804902;19179606;17671186","false","interacts with","SNAI1 (interacts with) CDH1","O95863","HTRIdb;IntAct;trrust","P12830"
"27915","1","0","1","interacts with","1","0","1","GATA2 (interacts with) NOS3","10713142;10713142","false","interacts with","GATA2 (interacts with) NOS3","P23769","PAZAR;trrust","P29474"
"27916","1","0","1","interacts with","1","0","1","KLF2 (interacts with) NOS3","22987017;22987017","false","interacts with","KLF2 (interacts with) NOS3","Q9Y5W3","kegg;trrust","P29474"
"27917","1","0","1","interacts with","1","0","1","RELA (interacts with) NOS3","17081374;18397880;17081374;18397880","false","interacts with","RELA (interacts with) NOS3","Q04206","HTRIdb;trrust","P29474"
"27918","1","0","1","interacts with","1","0","1","NFKB1 (interacts with) NOS3","17644577;17081374;18397880;17644577;17081374;18397880","false","interacts with","NFKB1 (interacts with) NOS3","P19838","HTRIdb;trrust","P29474"
"27919","1","0","1","interacts with","1","0","1","SP1 (interacts with) NOS3","10713142;12270858;12759366;18624763;10713142;12270858;12759366;18624763;10713142;12270858;12759366;18624763","false","interacts with","SP1 (interacts with) NOS3","P08047","HTRIdb;trrd_via_tfact;trrust","P29474"
"27920","1","0","1","interacts with","1","0","1","EGR1 (interacts with) IGF2","8634146;9610618;8276819;8634146;9610618;8276819;8634146;9610618;8276819;8634146;9610618;8276819;8634146;9610618;8276819;8634146;9610618;8276819","false","interacts with","EGR1 (interacts with) IGF2","P18146","HTRIdb;PAZAR;jaspar_v2018;tfact;tred_via_RegNetwork;trrust","P01344"
"27921","1","1","0","interacts with","1","1","0","WT1 (interacts with) IGF2","8634146;7535092;1323141;8634146;7535092;1323141;8634146;7535092;1323141;8634146;7535092;1323141","false","interacts with","WT1 (interacts with) IGF2","P19544","HTRIdb;hocomoco_v11;tred_via_RegNetwork;trrust","P01344"
"27922","1","0","1","interacts with","1","0","1","SP1 (interacts with) IGF2","9610618;11327698;9610618;11327698;9610618;11327698","false","interacts with","SP1 (interacts with) IGF2","P08047","HTRIdb;jaspar_v2018;trrust","P01344"
"27924","1","0","1","interacts with","1","0","1","CTCF (interacts with) HEBP2","22951020;22951020;22951020","false","interacts with","CTCF (interacts with) HEBP2","P49711","PAZAR;hocomoco_v11;oreganno","Q9Y5Z4"
