ID	UniProt ID	average_intensity
ENSG00000169213	P20337	111.0
ENSG00000169217	O95400	30.8
ENSG00000169221	Q4KMP7	16.1
ENSG00000169223	Q12907	1410.0
ENSG00000169251	Q96D46	71.6
ENSG00000169288	Q9BYD6	264.0
ENSG00000169299	Q96G03	297.0
ENSG00000169359	O00400	0.119
ENSG00000169375	Q96ST3	20.6
ENSG00000169398	Q05397-5	87.1
ENSG00000169410	P43378	8.91
ENSG00000169446	Q8N4V1	122.0
ENSG00000169469	P22528	9.11
ENSG00000169474	P35321	6.95
ENSG00000169504	Q9Y696	2390.0
ENSG00000169519	A6NJ78	16.4
ENSG00000169564	Q15365	8110.0
ENSG00000169567	P49773	9730.0
ENSG00000169570	Q8NBA8	1.0
ENSG00000169598	O76075	7.93
ENSG00000169599	Q9UMS0-3	156.0
ENSG00000169627	Q9H3K6	1680.0
ENSG00000169641	Q86V48	15.8
ENSG00000169682	Q9H2V7-3	9.43
ENSG00000169696	Q9BZE9	5.95
ENSG00000169710	P49327	4350.0
ENSG00000169714	P62633-2,P62633-4	364.0
ENSG00000169715	P04732	27600.0
ENSG00000169738	Q7Z4W1	432.0
ENSG00000169750	P60763	1760.0
ENSG00000169756	P48059,P48059-3	114.0
ENSG00000169762	Q6NXT6	0.851
ENSG00000169764	Q16851	952.0
ENSG00000169813	P52597	4380.0
ENSG00000169857	Q9NQS1	29.1
ENSG00000169871	Q9BRZ2	8.31
ENSG00000169891	Q8NFH8-4	2.69
ENSG00000169895	Q96A49	130.0
ENSG00000169905	Q8NFQ8,Q9H496	106.0
ENSG00000169919	P08236	64.0
ENSG00000169925	Q15059	13.9
ENSG00000169926	Q9Y2Y9	1.67
ENSG00000169976	Q9BWJ5	643.0
ENSG00000170004	Q12873	56.2
ENSG00000170027	P61981	19800.0
ENSG00000170035	Q969T4	105.0
ENSG00000170043	Q9Y5R8	107.0
ENSG00000170088	Q8IY95-2	33.3
ENSG00000170142	P51965	144.0
ENSG00000170144	P51991	6120.0
ENSG00000170266	P16278-3	358.0
ENSG00000170270	Q9BXV9	391.0
ENSG00000170291	Q8TE02	3.19
ENSG00000170310	Q9UNK0	14.8
ENSG00000170312	P06493	374.0
ENSG00000170322	Q6P4R8-3	2.37
ENSG00000170348	P49755	1710.0
ENSG00000170365	Q15797	14.0
ENSG00000170385	Q9Y6M5	138.0
ENSG00000170430	P16455	2240.0
ENSG00000170445	P12081	819.0
ENSG00000170448	Q6ZNB6	15.1
ENSG00000170458	P08571	0.844
ENSG00000170468	Q9H6W3	27.5
ENSG00000170471	Q86X10	14.0
ENSG00000170473	Q9BRP8-2	436.0
ENSG00000170484	Q7RTS7	7740.0
ENSG00000170502	Q9BW91	48.5
ENSG00000170515	Q9UQ80	4320.0
ENSG00000170525	Q16875	22.4
ENSG00000170540	Q15041	83.2
ENSG00000170542	P50453	164.0
ENSG00000170561	Q9BZI1	4.6
ENSG00000170581	P52630	6.3
ENSG00000170584	Q8WVJ2	739.0
ENSG00000170604	Q8IU81	16.8
ENSG00000170606	P34932	2270.0
ENSG00000170619	Q9GZQ3	89.4
ENSG00000170632	Q8N2F6-3,Q8N2F6-4	39.0
ENSG00000170638	Q9H4I3	114.0
ENSG00000170759	P33176	503.0
ENSG00000170776	Q12802-4	8.27
ENSG00000170801	P83110	3.13
ENSG00000170832	Q8NFA0	2.28
ENSG00000170854	Q8IUF8	10.8
ENSG00000170855	O43715	51.9
ENSG00000170860	P62310	519.0
ENSG00000170876	Q9BTV4	845.0
ENSG00000170889	P46781	4830.0
ENSG00000170892	Q9BSV6	18.2
ENSG00000170917	P53370	1.95
ENSG00000170921	Q9HCD6	2.73
ENSG00000170950	P07205	3420.0
ENSG00000170955	Q969G5	197.0
ENSG00000171097	Q16773	8.6
ENSG00000171109	Q8IWA4	6.76
ENSG00000171174	Q9H477	29.0
ENSG00000171202	Q9H061	736.0
ENSG00000171204	Q8IUX1-4	1.16
ENSG00000171219	Q6DT37	1.99
ENSG00000171223	P17275	111.0
ENSG00000171311	Q9Y3B2	67.9
ENSG00000171314	P18669	10200.0
ENSG00000171316	Q9P2D1	147.0
ENSG00000171346	P19012	10300.0
ENSG00000171403	P35527	2020.0
ENSG00000171428	P18440	523.0
ENSG00000171431	P35900	4.87
ENSG00000171453	O15160	199.0
ENSG00000171475	Q8TF74	29.0
ENSG00000171490	O76021	803.0
ENSG00000171492	Q7L1W4	6.8
ENSG00000171497	Q08752	439.0
ENSG00000171503	Q16134	52.0
ENSG00000171530	O75347	1760.0
ENSG00000171552	Q07817-3	3.2
ENSG00000171608	O00329	0.3
ENSG00000171612	Q9BSK2	2.73
ENSG00000171634	Q12830-2	1.3
ENSG00000171680	O94827-2	24.0
ENSG00000171703	Q15560	53.9
ENSG00000171720	O15379	53.3
ENSG00000171723	Q9NQX3-2	114.0
ENSG00000171763	Q9BVQ7	1.77
ENSG00000171793	P17812	536.0
ENSG00000171804	Q6ZQQ6	2.0
ENSG00000171824	Q01780	91.2
ENSG00000171848	P31350	59.7
ENSG00000171853	Q8WVT3	100.0
ENSG00000171858	P63220	8270.0
ENSG00000171861	Q9HC36	8.86
ENSG00000171863	P62081	3910.0
ENSG00000171867	P04156-2	3.76
ENSG00000171903	Q9HBI6	1.38
ENSG00000171914	Q9Y4G6	90.4
ENSG00000171940	O75362	7.92
ENSG00000171989	Q9BYZ2	1430.0
ENSG00000172007	Q9H082	114.0
ENSG00000172009	P52888	294.0
ENSG00000172031	Q8IUS5	4.48
ENSG00000172053	P47897	452.0
ENSG00000172062	Q16637	33.8
ENSG00000172137	P22676	1.34
ENSG00000172171	Q96QE5	3.72
ENSG00000172172	Q9BYD1	669.0
ENSG00000172175	Q9UDY8	34.0
ENSG00000172216	P17676	155.0
ENSG00000172239	Q9H074	230.0
ENSG00000172270	P35613-2	3220.0
ENSG00000172292	Q6ZMG9	2.8
ENSG00000172315	Q96S44	65.0
ENSG00000172340	Q96I99	938.0
ENSG00000172354	P62879	881.0
ENSG00000172366	Q9BUT9	7.8
ENSG00000172380	Q9UBI6	855.0
ENSG00000172409	Q92989	16.9
ENSG00000172428	Q8WXC6	319.0
ENSG00000172465	Q15170-2	42.9
ENSG00000172466	P17028	1.91
ENSG00000172500	O43427-2	75.4
ENSG00000172531	P62136,P62136-2	1510.0
ENSG00000172534	P51610	275.0
ENSG00000172586	Q96BP2	5.12
ENSG00000172667	Q9HA38-2	1.3
ENSG00000172725	Q9BR76	558.0
ENSG00000172731	Q8TCA0	152.0
ENSG00000172757	P23528	26900.0
ENSG00000172766	Q6N069	48.6
ENSG00000172775	Q9GZU8	47.1
ENSG00000172780	Q86YS6	3.79
ENSG00000172785	Q9BRT8	27.3
ENSG00000172809	P63173	7030.0
ENSG00000172830	Q8TE77	26.3
ENSG00000172845	Q02447-4	382.0
ENSG00000172867	P35908	12000.0
ENSG00000172890	Q6IA69	17.1
ENSG00000172893	Q9UBM7	332.0
ENSG00000172936	Q99836	44.3
ENSG00000172939	O95747	310.0
ENSG00000172954	Q6UWP7-3	51.2
ENSG00000173020	P25098	6.1
ENSG00000173110	P17066	4040.0
ENSG00000173113	Q9UI30	7820.0
ENSG00000173120	Q9Y2K7	1.37
ENSG00000173163	Q8N668	15.7
ENSG00000173166	Q70E73,Q70E73-7	14.5
ENSG00000173171	Q13505-3	192.0
ENSG00000173193	Q460N5	3.57
ENSG00000173207	P61024	65.5
ENSG00000173210	O94929	1.89
ENSG00000173218	Q8TAA9-2	21.8
ENSG00000173230	Q14789	19.4
ENSG00000173267	O76070	7.44
ENSG00000173272	Q6P582	65.6
ENSG00000173276	Q9ULJ3	2.43
ENSG00000173349	Q587I9	4.08
ENSG00000173402	Q14118	22.0
ENSG00000173418	P61599	1.4
ENSG00000173436	Q5TGZ0	25.7
ENSG00000173442	Q8N3D4	2.78
ENSG00000173457	Q96C90	539.0
ENSG00000173473	Q92922	57.9
ENSG00000173486	P26885	678.0
ENSG00000173540	Q9Y5P6	279.0
ENSG00000173542	Q7L9L4	156.0
ENSG00000173545	Q969S3	23.8
ENSG00000173548	Q8WV41	0.045
ENSG00000173575	O14647	3.88
ENSG00000173598	Q9NZJ9,Q9NZJ9-2	97.7
ENSG00000173599	P11498	257.0
ENSG00000173614	Q9HAN9	203.0
ENSG00000173660	P07919	2880.0
ENSG00000173674	P47813	949.0
ENSG00000173692	Q99460	826.0
ENSG00000173726	Q15388	511.0
ENSG00000173744	P52594-2	301.0
ENSG00000173757	P51692	29.8
ENSG00000173786	P09543-2	182.0
ENSG00000173801	P14923	1860.0
ENSG00000173812	P41567	720.0
ENSG00000173821	Q63HN8,Q63HN8-4	6.45
ENSG00000173852	Q2PZI1	3.44
ENSG00000173889	Q8NDX5-2	57.9
ENSG00000173898	O15020	32.9
ENSG00000173905	O00461	15.3
ENSG00000173914	Q9BQ04	149.0
ENSG00000173915	Q96IX5	1700.0
ENSG00000173933	Q9BWF3	169.0
ENSG00000174013	P0C2W1	2.86
ENSG00000174021	P63218	669.0
ENSG00000174106	Q9Y2U8	47.2
ENSG00000174173	Q7L0Y3	466.0
ENSG00000174177	Q2VPK5	10.1
ENSG00000174197	Q8IWI9	0.286
ENSG00000174231	Q6P2Q9	198.0
ENSG00000174238	Q00169	200.0
ENSG00000174243	Q9BUQ8	57.6
ENSG00000174307	Q9Y5J5	157.0
ENSG00000174373	Q6GYQ0	59.7
ENSG00000174437	P16615	1150.0
ENSG00000174442	Q9H900	3.17
ENSG00000174444	P36578	7980.0
ENSG00000174547	Q9Y3B7	342.0
ENSG00000174606	Q5VTE6-2	20.7
ENSG00000174607	Q16880	10.3
ENSG00000174695	Q8TBQ9	21.7
ENSG00000174705	A1X283	12.9
ENSG00000174720	Q4G0J3	40.8
ENSG00000174748	P61313	3560.0
ENSG00000174775	P01112	579.0
ENSG00000174780	O76094	472.0
ENSG00000174799	Q66GS9	50.7
ENSG00000174839	Q8IWF6	0.248
ENSG00000174840	Q6L8Q7	95.8
ENSG00000174842	Q92990	23.0
ENSG00000174886	Q86Y39	11.0
ENSG00000174891	Q96IZ7-2	21.3
ENSG00000174903	Q9H0U4	1930.0
ENSG00000174917	Q5XKP0	69.3
ENSG00000174953	Q9H2U1	17.8
ENSG00000174996	Q9H0B6	216.0
ENSG00000175029	P56545	469.0
ENSG00000175054	Q13535-2	66.6
ENSG00000175063	O00762	72.1
ENSG00000175073	Q96JH7	13.7
ENSG00000175115	Q6VY07	7.1
ENSG00000175130	P49006	2.05
ENSG00000175137	Q7L8J4	5.0
ENSG00000175166	Q13200	1020.0
ENSG00000175183	Q16527	0.693
ENSG00000175193	Q9H300	6.73
ENSG00000175198	P05165-2	121.0
ENSG00000175203	Q13561	677.0
ENSG00000175216	Q14008-2	143.0
ENSG00000175220	Q07960	546.0
ENSG00000175221	Q9Y2X0-2	7.55
ENSG00000175279	Q8N2Z9	20.7
ENSG00000175324	O15116	109.0
ENSG00000175334	O75531	3350.0
ENSG00000175348	Q9NQ34	7.02
ENSG00000175354	P17706-2	8.75
ENSG00000175387	Q15796-2	66.7
ENSG00000175390	O00303	1700.0
ENSG00000175416	P09497,P09497-2	1770.0
ENSG00000175467	O43290	49.4
ENSG00000175470	Q66LE6	92.1
ENSG00000175482	Q9HCU8	1.23
ENSG00000175550	Q14919	107.0
ENSG00000175573	Q9H3H3-2	10.7
ENSG00000175575	Q9BRP4	18.1
ENSG00000175582	P20340	421.0
ENSG00000175595	Q92889	201.0
ENSG00000175606	Q9BUB7	262.0
ENSG00000175634	Q9UBS0	20.3
ENSG00000175662	Q6ZVM7	49.6
ENSG00000175756	Q9NWT8	53.9
ENSG00000175768	Q8N4H5	0.267
ENSG00000175792	Q9Y265	2410.0
ENSG00000175793	P31947	35600.0
ENSG00000175806	Q9UJ68-5	132.0
ENSG00000175866	Q9UQB8-2,Q9UQB8-4	97.0
ENSG00000175895	Q9H8W4	8.08
ENSG00000175931	Q9C0C9	21.5
ENSG00000175970	A6NIH7	2.53
ENSG00000176014	Q9BUF5	24900.0
ENSG00000176046	O60356	130.0
ENSG00000176095	Q92551	14.5
ENSG00000176101	O43805	15.1
ENSG00000176102	Q12996	58.2
ENSG00000176105	P07947	84.8
ENSG00000176108	Q96FZ7	6.22
ENSG00000176153	P18283	9.16
ENSG00000176261	Q8IWT0	3.57
ENSG00000176386	Q8NHZ8	132.0
ENSG00000176390	Q8IUI8-2	3.87
ENSG00000176393	Q9H4A4	2490.0
ENSG00000176407	Q9P0J7	56.4
ENSG00000176422	Q8WW59	16.4
ENSG00000176476	Q96ES7	71.2
ENSG00000176623	Q96DB5	125.0
ENSG00000176624	Q5U5Q3	22.3
ENSG00000176658	O94832	86.7
ENSG00000176715	Q4G176	31.2
ENSG00000176783	Q96T51	111.0
ENSG00000176788	P80723	4.31
ENSG00000176853	Q658Y4	32.1
ENSG00000176890	P04818	65.7
ENSG00000176946	Q8WY91	6.43
ENSG00000176974	P34896-2	326.0
ENSG00000176978	Q9UHL4	122.0
ENSG00000176986	P53992	247.0
ENSG00000177034	Q5HYI7-4	20.7
ENSG00000177054	Q8IUH4	8.43
ENSG00000177082	Q6P4I2	1.58
ENSG00000177084	Q07864	460.0
ENSG00000177105	P84095	650.0
ENSG00000177106	Q9H6S3	167.0
ENSG00000177156	P37837	2170.0
ENSG00000177189	P51812	87.6
ENSG00000177192	Q9Y606-2	126.0
ENSG00000177200	Q3L8U1-2	14.5
ENSG00000177225	Q8NB37,Q8NB37-2	110.0
ENSG00000177239	Q9UKM7	49.9
ENSG00000177303	Q8WXE0-2	47.3
ENSG00000177370	Q9Y584	9.35
ENSG00000177380	O75145-2	2.13
ENSG00000177425	Q96IZ0	91.5
ENSG00000177469	Q6NZI2	11.3
ENSG00000177479	O95376	47.5
ENSG00000177485	Q86T24	3.39
ENSG00000177542	Q9H936	181.0
ENSG00000177548	Q9H5N1	1.11
ENSG00000177556	O00244	1970.0
ENSG00000177565	Q9BZK7	182.0
ENSG00000177600	P05387	36300.0
ENSG00000177613	Q9H0L4	70.8
ENSG00000177646	Q9H845	179.0
ENSG00000177674	Q6RW13	215.0
ENSG00000177688	Q6EEV6	2980.0
ENSG00000177700	P62875	9.22
ENSG00000177731	Q13045	234.0
ENSG00000177733	Q13151	1950.0
ENSG00000177830	Q9BWS9	87.1
ENSG00000177879	Q92572	265.0
ENSG00000177885	P62993	97.7
ENSG00000177889	P61088	3560.0
ENSG00000177954	P42677	5680.0
ENSG00000177963	Q9NPQ8,Q9NPQ8-4	127.0
ENSG00000177971	Q9NV31	42.4
ENSG00000178028	Q9NPF5	6.24
ENSG00000178035	P12268	3920.0
ENSG00000178057	Q9BU61	5.35
ENSG00000178078	Q9UGK3	398.0
ENSG00000178096	Q9Y3E2	0.213
ENSG00000178104	Q5VU43-3	22.7
ENSG00000178105	Q13206	21.2
ENSG00000178127	P19404	470.0
ENSG00000178209	Q15149,Q15149-2,Q15149-3,Q15149-4,Q15149-8,Q15149-9	4360.0
ENSG00000178252	Q9NNW5	19.0
ENSG00000178307	P17152	70.6
ENSG00000178363	P27482	3110.0
ENSG00000178372	Q9NZT1	16.0
ENSG00000178409	Q5T5X7	1.49
ENSG00000178425	Q5TFE4	116.0
ENSG00000178449	Q96I36	19.1
ENSG00000178462	A6NHL2-2	3810.0
ENSG00000178537	O43772	4.39
ENSG00000178567	Q7L775	3.99
ENSG00000178741	P20674	1200.0
ENSG00000178764	Q9Y6X8	92.7
ENSG00000178772	P22792	0.613
ENSG00000178773	Q9UBL6-2	53.5
ENSG00000178896	Q9NPD3	67.7
ENSG00000178921	O15067	235.0
ENSG00000178950	O14976	12.0
ENSG00000178951	O95365	33.1
ENSG00000178952	P49411	3770.0
ENSG00000178966	Q9H9A7	4.58
ENSG00000178982	Q9UBQ5	641.0
ENSG00000178996	Q96RF0-2	19.9
ENSG00000178999	Q96GD4	21.2
ENSG00000179010	Q9Y605	13.8
ENSG00000179041	Q15050	293.0
ENSG00000179051	Q9P258	694.0
ENSG00000179083	Q8N9E0	6.12
ENSG00000179085	Q9P2X0	65.2
ENSG00000179091	P08574	1610.0
ENSG00000179115	Q9Y285	339.0
ENSG00000179119	Q68D10	5.93
ENSG00000179134	Q5PRF9	0.595
ENSG00000179151	Q96F86	51.5
ENSG00000179163	P04066	0.217
ENSG00000179172	O60812	7060.0
ENSG00000179218	P27797	5470.0
ENSG00000179262	P54725	1340.0
ENSG00000179271	Q8TAE8	166.0
ENSG00000179295	Q06124,Q06124-2	182.0
ENSG00000179331	Q14964	9.4
ENSG00000179335	P49761-1	16.9
ENSG00000179387	Q8IZ81	59.7
ENSG00000179526	Q9H0F6	2.9
ENSG00000179562	Q96CN9	12.2
ENSG00000179604	Q9H3Q1	0.914
ENSG00000179886	Q53EQ6-2	18.4
ENSG00000179889	Q6P996	89.9
ENSG00000179912	Q9Y2K5	5.93
ENSG00000179918	Q99611	26.6
ENSG00000179950	Q9UHX1-2	781.0
ENSG00000179958	Q9H773	483.0
ENSG00000180098	Q9NX07	218.0
ENSG00000180104	O60645	11.8
ENSG00000180182	O60244	6.46
ENSG00000180185	Q6P587	220.0
ENSG00000180190	Q86YL5	3.31
ENSG00000180198	P18754-2	982.0
ENSG00000180210	P00734	75.4
ENSG00000180228	O75569	344.0
ENSG00000180329	Q96MW1	80.2
ENSG00000180357	O15014	0.929
ENSG00000180370	Q13177	781.0
ENSG00000180398	Q8NI22,Q8NI22-3	1050.0
ENSG00000180611	Q8IYB1	14.0
ENSG00000180817	Q15181	5000.0
ENSG00000180879	P51571	1260.0
ENSG00000180900	Q14160,Q14160-3	108.0
ENSG00000180921	Q6ZRV2	270.0
ENSG00000180957	P48739	445.0
ENSG00000180979	Q8N9N7	20.1
ENSG00000180992	Q6P1L8	303.0
ENSG00000181019	P15559-2,P15559-3	1300.0
ENSG00000181029	Q8IUR0	127.0
ENSG00000181061	Q9Y241	8.9
ENSG00000181085	Q8TD08-2	0.662
ENSG00000181090	Q9H9B1	4.12
ENSG00000181163	P06748,P06748-3	31300.0
ENSG00000181192	Q96HY7	112.0
ENSG00000181222	P24928	31.2
ENSG00000181467	P61225	222.0
ENSG00000181555	Q9BYW2	63.2
ENSG00000181610	Q9Y3D9	366.0
ENSG00000181704	Q96EC8	9.11
ENSG00000181744	Q8NDZ4	17.7
ENSG00000181789	Q9Y678	676.0
ENSG00000181873	Q5T440	23.9
ENSG00000181885	O95471	8.81
ENSG00000181904	Q7Z6I8	110.0
ENSG00000181915	Q96SZ5	323.0
ENSG00000181924	Q9NYJ1	1.41
ENSG00000181938	Q9BRX5	45.9
ENSG00000181991	P82912-2	191.0
ENSG00000182004	P62304	361.0
ENSG00000182054	P48735	214.0
ENSG00000182107	Q3MIR4	48.0
ENSG00000182117	Q9NPE3	968.0
ENSG00000182149	P53990,P53990-4	139.0
ENSG00000182154	Q8IXM3	193.0
ENSG00000182180	Q9Y3D3	145.0
ENSG00000182196	Q66PJ3	46.4
ENSG00000182199	P34897-3	3880.0
ENSG00000182247	Q96LR5	111.0
ENSG00000182287	P56377	261.0
ENSG00000182307	Q9H7E9	28.9
ENSG00000182400	Q86SZ2	8.58
ENSG00000182446	Q8TAT6	182.0
ENSG00000182473	Q9UPT5-2,Q9UPT5-5	26.9
ENSG00000182481	P52292	302.0
ENSG00000182512	Q86SX6	98.9
ENSG00000182534	P84157,P84157-2	11.8
ENSG00000182541	P53671-2,P53671-3	60.8
ENSG00000182551	Q9BV57	255.0
ENSG00000182712	P56277	0.596
ENSG00000182718	P07355	65000.0
ENSG00000182774	P08708	8220.0
ENSG00000182809	P52943	348.0
ENSG00000182810	Q9NUL7	2.06
ENSG00000182827	Q9H3P7	245.0
ENSG00000182866	P06239	22.2
ENSG00000182872	P98175,P98175-2,P98175-3	25.4
ENSG00000182890	P49448	3460.0
ENSG00000182899	P18077	3700.0
ENSG00000182919	Q9H0W9-2	16.5
ENSG00000182934	P08240	105.0
ENSG00000182952	O00479	126.0
ENSG00000182973	Q9H9A5	24.4
ENSG00000182979	Q13330,Q13330-3	18.1
ENSG00000183010	P32322	405.0
ENSG00000183020	O94973,O94973-2	268.0
ENSG00000183048	Q9UBX3	163.0
ENSG00000183054	Q99666	36.8
ENSG00000183098	Q9Y625	0.733
ENSG00000183155	P47224	57.7
ENSG00000183172	Q9H4I9	0.21
ENSG00000183207	Q9Y230	1640.0
ENSG00000183255	P53801	126.0
ENSG00000183258	Q9UJV9	23.6
ENSG00000183336	Q9H3K6	1680.0
ENSG00000183386	Q13643	4.38
ENSG00000183431	Q12874	355.0
ENSG00000183474	Q6P1K8	10.6
ENSG00000183495	Q96L91-3,Q96L91-5	3.27
ENSG00000183496	Q6ZN04	5.38
ENSG00000183520	Q9Y3A2	130.0
ENSG00000183527	O95456	89.1
ENSG00000183570	P57721,P57721-4	1950.0
ENSG00000183576	Q86TU7	24.5
ENSG00000183605	Q6P4A7	14.4
ENSG00000183617	Q6P161	125.0
ENSG00000183624	Q96FZ2	12.4
ENSG00000183648	O75438	70.0
ENSG00000183696	Q16831	35.7
ENSG00000183735	Q9UHD2	57.8
ENSG00000183751	Q12788	178.0
ENSG00000183765	O96017	66.5
ENSG00000183785	Q9NY65	20800.0
ENSG00000183808	Q8IXT5	6.67
ENSG00000183828	O95848	8.61
ENSG00000183853	Q96J84-2	6.64
ENSG00000183856	Q86VI3	60.0
ENSG00000183978	Q9Y2R0	561.0
ENSG00000184007	Q12974	64.6
ENSG00000184047	Q9NR28-2	262.0
ENSG00000184056	Q9H267	10.5
ENSG00000184076	Q9UDW1	6.07
ENSG00000184083	Q9NX05	5.63
ENSG00000184110	Q99613	477.0
ENSG00000184117	Q9BPW8	201.0
ENSG00000184162	Q86WQ0	47.9
ENSG00000184164	Q6UXH1-4	33.9
ENSG00000184178	Q8WU76	1.86
ENSG00000184203	P41236	163.0
ENSG00000184207	A6NDG6	208.0
ENSG00000184216	P51617-2	116.0
ENSG00000184227	Q86TX2	125.0
ENSG00000184254	P47895	2030.0
ENSG00000184281	Q9Y5U2-2	7.84
ENSG00000184304	Q15139	10.7
ENSG00000184343	Q9UPE1-2	23.2
ENSG00000184357	P16401	4510.0
ENSG00000184363	Q9Y446	622.0
ENSG00000184428	Q969P6-2	80.8
ENSG00000184432	P35606	683.0
ENSG00000184445	P50748	1.45
ENSG00000184508	Q8N4P3	8.88
ENSG00000184575	O43592	284.0
ENSG00000184640	Q9UHD8	1420.0
ENSG00000184661	Q69YH5	20.2
ENSG00000184708	Q9NRA8	5.13
ENSG00000184743	Q6DD88	618.0
ENSG00000184752	Q9UI09	295.0
ENSG00000184787	P60604	83.1
ENSG00000184831	Q9BUR5	77.7
ENSG00000184840	Q9BVK6	615.0
ENSG00000184863	Q96EV2	8.68
ENSG00000184897	Q92522	242.0
ENSG00000184900	P55854	3680.0
ENSG00000184922	O95466-2	8.72
ENSG00000184924	Q6GMV3	255.0
ENSG00000184967	Q9BVI4	105.0
ENSG00000184983	P56556	299.0
ENSG00000184992	Q8WY22	3.37
ENSG00000185009	Q9Y2T2	181.0
ENSG00000185015	Q8N1Q1	37.9
ENSG00000185049	Q9H3P2	51.1
ENSG00000185085	Q6P9B9	2.79
ENSG00000185088	Q71UM5	6410.0
ENSG00000185100	Q8N142	157.0
ENSG00000185104	Q9UNN5	73.6
ENSG00000185115	Q96MG7	11.7
ENSG00000185122	Q00613-2	25.2
ENSG00000185127	Q7Z4R8	7.72
ENSG00000185129	Q00577	146.0
ENSG00000185163	Q8N8A6	8.7
ENSG00000185164	Q5JPE7-2	250.0
ENSG00000185236	Q15907	1610.0
ENSG00000185238	O60678	67.6
ENSG00000185246	Q86UA1	21.5
ENSG00000185298	Q6PK04	70.9
ENSG00000185344	Q9Y487	0.365
ENSG00000185359	O14964	162.0
ENSG00000185414	Q8TCC3	13.7
ENSG00000185418	A2RTX5	73.2
ENSG00000185420	Q9H7B4	62.0
ENSG00000185515	P46736-2,P46736-3	79.9
ENSG00000185567	Q8IVF2-3	116.0
ENSG00000185591	P08047	22.8
ENSG00000185624	P07237	4480.0
ENSG00000185627	Q9UNM6	942.0
ENSG00000185630	P40424-2	8.1
ENSG00000185651	P68036	1830.0
ENSG00000185658	Q9NSI6-2	31.4
ENSG00000185721	Q9Y295	241.0
ENSG00000185722	Q9P2R3	58.1
ENSG00000185728	Q7Z739	105.0
ENSG00000185787	Q9UBU8-2	7.18
ENSG00000185825	P51572	717.0
ENSG00000185838	Q9BYB4	36.6
ENSG00000185875	Q8IYQ7	4.21
ENSG00000185883	P27449	4.51
ENSG00000185896	P11279	763.0
ENSG00000185900	Q9H5K3	4.53
ENSG00000185950	Q9Y4H2	1.85
ENSG00000185963	Q8TD16-2	22.7
ENSG00000185973	Q9NVH6	2.22
ENSG00000186001	Q96II8	2.5
ENSG00000186010	Q9P0J0	841.0
ENSG00000186063	Q96BJ3	105.0
ENSG00000186132	Q3KRA6	25.0
ENSG00000186141	Q9BUI4	5.72
ENSG00000186174	Q86UU0-4	39.3
ENSG00000186184	Q9Y2S0	8.18
ENSG00000186204	Q9HCS2	5.28
ENSG00000186222	Q9NUP1	3.48
ENSG00000186260	Q9ULH7-4	53.8
ENSG00000186298	P36873	1060.0
ENSG00000186350	P19793	6.89
ENSG00000186395	P13645	4830.0
ENSG00000186416	O15226	52.6
ENSG00000186432	O00629	680.0
ENSG00000186468	P62266	6470.0
ENSG00000186566	Q9UKJ3	8.29
ENSG00000186575	P35240,P35240-6	469.0
ENSG00000186591	P62256	64.2
ENSG00000186603	Q96IR7	6.99
ENSG00000186625	O75449	2.16
ENSG00000186635	Q96P48	87.4
ENSG00000186660	Q96JP5	22.2
ENSG00000186687	Q5U5X0	118.0
ENSG00000186716	P11274	11.5
ENSG00000186832	P08779	16000.0
ENSG00000186834	O94992	94.9
ENSG00000186847	P02533	26600.0
ENSG00000186871	Q2NKX8	7.36
ENSG00000187024	Q86Y79	21.9
ENSG00000187051	Q86WX3	893.0
ENSG00000187118	Q7Z7K0	88.3
ENSG00000187134	Q04828	7.56
ENSG00000187164	A0MZ66	58.5
ENSG00000187193	P80297	30300.0
ENSG00000187239	Q96RU3-2	1.1
ENSG00000187257	Q6PCB5	44.2
ENSG00000187325	Q9HBM6	31.7
ENSG00000187446	Q99653	49.5
ENSG00000187498	P02462-2	11.6
ENSG00000187522	Q0VDF9	66.8
ENSG00000187535	Q96RY7	75.4
ENSG00000187555	Q93009	147.0
ENSG00000187630	Q6PKH6	7.25
ENSG00000187672	O15083	7.55
ENSG00000187676	Q6Y288	10900.0
ENSG00000187735	P23193	298.0
ENSG00000187736	Q9H9Q4	212.0
ENSG00000187778	Q96EZ8	2.44
ENSG00000187840	Q13541	1980.0
ENSG00000188021	Q9UHD9	1120.0
ENSG00000188026	Q5EBL4	8.22
ENSG00000188157	O00468	3.1
ENSG00000188167	Q6ZT21-2	12.2
ENSG00000188186	Q0VGL1	0.686
ENSG00000188191	P31321	3.38
ENSG00000188243	Q7Z4G1	57.9
ENSG00000188342	P13984	148.0
ENSG00000188352	Q5VW36	0.465
ENSG00000188419	P24386	5.69
ENSG00000188529	O75494-2,O75494-3,O75494-5	588.0
ENSG00000188554	Q14596-2	10.1
ENSG00000188559	Q2PPJ7-3	10.5
ENSG00000188573	A6NHQ2	292.0
ENSG00000188612	P61956-2	3850.0
ENSG00000188641	Q12882	57.2
ENSG00000188643	Q96FQ6	4.73
ENSG00000188676	Q6ZQW0	0.397
ENSG00000188677	Q9HBI1	10.8
ENSG00000188690	P10746	51.0
ENSG00000188739	P42696	61.2
ENSG00000188779	P84550-2	2.65
ENSG00000188846	P50914	2780.0
ENSG00000188976	Q9Y3T9	192.0
ENSG00000188986	Q8WX92	43.1
ENSG00000189043	O00483	2590.0
ENSG00000189046	Q6NS38	27.2
