ID	average_intensity
P36959	3.98
P36969-2	212.0
P37059	26.4
P37108	1670.0
P37198	411.0
P37235	552.0
P37268	203.0
P37802	20200.0
P37837	2170.0
P38117	2790.0
P38159	1430.0
P38432	15.5
P38435	8.51
P38571-2	29.6
P38606	447.0
P38646	14400.0
P38919	1340.0
P38935	19.5
P39019	5880.0
P39023	5440.0
P39656	1980.0
P39687	3280.0
P39748	389.0
P39880-3	3.78
P40121	3400.0
P40123	100.0
P40222	93.3
P40227	2910.0
P40306	6.67
P40424-2	8.1
P40425	14.0
P40429	6290.0
P40692	4.81
P40763	229.0
P40763-2	215.0
P40818	10.4
P40855	166.0
P40925	3810.0
P40937	86.8
P40938	68.5
P40939	2920.0
P41091	1590.0
P41162	21.0
P41208	28.4
P41214	25.2
P41223	125.0
P41227	758.0
P41229-2	0.541
P41236	163.0
P41240	103.0
P41250	1550.0
P41252	1420.0
P41567	720.0
P41743	20.0
P42025	538.0
P42166	839.0
P42167	1360.0
P42167-2	1370.0
P42224	156.0
P42226	8.65
P42285	140.0
P42336	3.93
P42338	73.4
P42345	28.6
P42356	11.5
P42566	66.3
P42574	150.0
P42677	5680.0
P42684-6	3.88
P42685	4.82
P42694	8.93
P42695	1.05
P42696	61.2
P42704	1610.0
P42765	1510.0
P42766	4290.0
P42785	31.6
P42858	4.15
P43007	9.95
P43034	349.0
P43155	8.31
P43246	64.7
P43304	523.0
P43307	1670.0
P43353	555.0
P43378	8.91
P43487	2130.0
P43490	1560.0
P43652	16.3
P43686	1210.0
P43897	333.0
P45877	806.0
P45880-2	7640.0
P45954	80.5
P45973	448.0
P45974-2	415.0
P45983-3	14.8
P45984-2	36.4
P45985	1.66
P46013	21.1
P46013-2	22.8
P46019	4.97
P46020-2	8.85
P46060	516.0
P46063	599.0
P46087	398.0
P46100	2.0
P46108	290.0
P46108-2	340.0
P46109	414.0
P46199	40.6
P46527	62.5
P46531	9.29
P46734	80.2
P46736-2	79.3
P46736-3	79.9
P46776	4980.0
P46777	6970.0
P46778	7230.0
P46779	3180.0
P46781	4830.0
P46782	11400.0
P46783	4960.0
P46821	1.59
P46926	383.0
P46934-4	2.78
P46937	354.0
P46939	17.6
P46940	1640.0
P46976-2	165.0
P46977	365.0
P47224	57.7
P47755	1250.0
P47756	1870.0
P47813	949.0
P47895	2030.0
P47897	452.0
P47914	3730.0
P47974	19.7
P47985	1430.0
P47989	2.66
P48029	2.14
P48047	3500.0
P48059	114.0
P48059-3	94.6
P48147	510.0
P48163	158.0
P48382	23.7
P48426	18.0
P48444	788.0
P48449	98.2
P48454-2	5.04
P48506	269.0
P48507	152.0
P48556	404.0
P48634	29.3
P48637	610.0
P48643	3540.0
P48651	5.36
P48723	26.7
P48729	270.0
P48730-2	21.4
P48735	214.0
P48739	445.0
P48960	11.0
P48960-3	3.22
P49005	57.6
P49006	2.05
P49023-2	557.0
P49069	42.9
P49137	43.4
P49189	1020.0
P49207	2660.0
P49247	110.0
P49257	832.0
P49321	436.0
P49321-2	738.0
P49327	4350.0
P49354	101.0
P49356	15.2
P49366	35.0
P49368	4160.0
P49406	198.0
P49411	3770.0
P49419-2	2020.0
P49427	1060.0
P49441	0.771
P49448	3460.0
P49454	0.446
P49458	1850.0
P49459	364.0
P49585	53.5
P49588	900.0
P49589	398.0
P49589-2	414.0
P49589-3	375.0
P49590	342.0
P49591	528.0
P49593	33.5
P49642	11.2
P49643	55.8
P49662	10.4
P49674	10.2
P49711	21.7
P49720	1300.0
P49721	1350.0
P49736	237.0
P49750	23.3
P49750-4	23.8
P49753	104.0
P49755	1710.0
P49756	92.4
P49757-3	23.6
P49759	1.29
P49761-1	16.9
P49768-7	2.39
P49770	442.0
P49773	9730.0
P49789	31.7
P49790	86.1
P49792	120.0
P49815-4	7.87
P49821-2	480.0
P49840	89.4
P49841	136.0
P49848	1.15
P49902	22.5
P49903	585.0
P49914	116.0
P49915	665.0
P49916	28.0
P49959	184.0
P50148	160.0
P50151	1.44
P50213	1150.0
P50226	169.0
P50281	4.28
P50336	16.4
P50395	4110.0
P50402	546.0
P50416	97.6
P50443	0.744
P50452	64.4
P50453	164.0
P50454	2320.0
P50502	2300.0
P50542-2	130.0
P50542-3	5.2
P50552	593.0
P50570	322.0
P50570-2	319.0
P50579	305.0
P50583	124.0
P50747	30.6
P50748	1.45
P50750	48.5
P50897	438.0
P50914	2780.0
P50990	5650.0
P50991	4320.0
P51003	45.6
P51114	149.0
P51114-2	168.0
P51116	35.0
P51148	1210.0
P51149	1780.0
P51151	129.0
P51153	507.0
P51159	302.0
P51397	103.0
P51398-2	325.0
P51451	0.287
P51452	113.0
P51531-2	326.0
P51532-2	323.0
P51532-5	322.0
P51553	302.0
P51570	58.0
P51571	1260.0
P51572	717.0
P51580	50.5
P51608	16.6
P51610	275.0
P51617-2	116.0
P51636	200.0
P51648	950.0
P51649	77.1
P51659	168.0
P51665	1070.0
P51668	442.0
P51687	2.86
P51692	29.8
P51809	43.4
P51812	87.6
P51858	3330.0
P51946	25.6
P51948	14.2
P51965	144.0
P51970	621.0
P51991	6120.0
P52209	1480.0
P52272	2850.0
P52292	302.0
P52294	362.0
P52298	73.8
P52306	409.0
P52306-2	394.0
P52333-2	31.3
P52435	82.1
P52564	9.1
P52565	3390.0
P52569	6.06
P52594-2	301.0
P52597	4380.0
P52630	6.3
P52655	123.0
P52657	138.0
P52701	51.7
P52732	4.09
P52735	65.9
P52735-3	54.9
P52747-2	1.44
P52756	4.56
P52758	265.0
P52788	424.0
P52789	230.0
P52790	38.3
P52799	6.11
P52815	1200.0
P52888	294.0
P52895	4.39
P52907	2520.0
P52943	348.0
P52948-5	144.0
P53004	1100.0
P53007	523.0
P53041	452.0
P53350	15.6
P53365	20.2
P53367	153.0
P53367-2	148.0
P53370	1.95
P53384-2	21.7
P53396	2300.0
P53567	53.7
P53582	540.0
P53597	2160.0
P53602	218.0
P53611	138.0
P53618	898.0
P53621	671.0
P53621-2	661.0
P53634	523.0
P53671-2	2.87
P53671-3	60.8
P53677	13.9
P53680	158.0
P53701	72.5
P53801	126.0
P53803	151.0
P53985	0.548
P53990	139.0
P53990-4	139.0
P53992	247.0
P53999	2020.0
P54105	572.0
P54132	36.9
P54136	1250.0
P54278	11.9
P54577	1430.0
P54578	943.0
P54646	8.02
P54652	7850.0
P54707	174.0
P54709	1230.0
P54725	1340.0
P54727	2310.0
P54760	20.6
P54802	5.72
P54819	4040.0
P54852	12.3
P54886	942.0
P54886-2	939.0
P54920	371.0
P55010	332.0
P55011	19.7
P55036	904.0
P55039	105.0
P55060	3750.0
P55072	3200.0
P55081	30.4
P55082-2	9.85
P55145	1000.0
P55160	2.65
P55196	45.0
P55196-3	41.2
P55199	392.0
P55201-3	5.21
P55210	9.99
P55211	6.53
P55212	86.9
P55263	751.0
P55265	495.0
P55265-2	459.0
P55290	7.13
P55327-2	522.0
P55327-4	495.0
P55786	757.0
P55789	14.2
P55795	2790.0
P55809	436.0
P55854	3680.0
P55884	868.0
P55957	91.7
P56134	1800.0
P56181	4.2
P56181-2	238.0
P56182	71.9
P56192	1120.0
P56270	9.96
P56277	0.596
P56377	261.0
P56378	0.144
P56381	661.0
P56385	2640.0
P56524	19.3
P56537	2610.0
P56545	469.0
P56556	299.0
P56589	59.6
P56937-3	7.38
P56962	18.8
P57076	39.7
P57081	6.66
P57088	810.0
P57105	2740.0
P57721	1950.0
P57721-4	1950.0
P57723	18.6
P57729	2.88
P57735	58.3
P57737	22.8
P57740	60.4
P57764	66.7
P57768-2	9.57
P57772	37.9
P58107	371.0
P58546	2310.0
P59998	1510.0
P60059	58.3
P60174-1	27800.0
P60228	810.0
P60468	1100.0
P60510	167.0
P60520	5.89
P60602	424.0
P60604	83.1
P60660	9910.0
P60763	1760.0
P60842	11300.0
P60866	4730.0
P60891	758.0
P60900	2310.0
P60903	51900.0
P60953	3220.0
P60953-1	2090.0
P60981-2	6530.0
P60983	559.0
P61006	676.0
P61009	257.0
P61011	322.0
P61018	0.464
P61019	1430.0
P61020	646.0
P61024	65.5
P61026	1350.0
P61077	1580.0
P61081	1160.0
P61086	906.0
P61088	3560.0
P61106	1010.0
P61158	2620.0
P61160	2070.0
P61163	941.0
P61165	5.45
P61201-2	232.0
P61204	5680.0
P61218	133.0
P61221	859.0
P61224	1470.0
P61225	222.0
P61244-2	23.3
P61254	4340.0
P61289	973.0
P61313	3560.0
P61326	686.0
P61353	6530.0
P61421	137.0
P61457	4.91
P61513	3900.0
P61586	3440.0
P61599	1.4
P61601	98.1
P61604	33600.0
P61619	542.0
P61758	429.0
P61764	37.2
P61769	603.0
P61916	2390.0
P61923	1020.0
P61927	44.8
P61956-2	3850.0
P61960	510.0
P61962	41.4
P61964	99.1
P61966	42.5
P61970	4500.0
P61978	11600.0
P61978-2	11800.0
P61978-3	11100.0
P61981	19800.0
P62070	11.7
P62072	416.0
P62081	3910.0
P62136	1510.0
P62136-2	1410.0
P62140	1480.0
P62158	11400.0
P62166	2.2
P62191	926.0
P62241	10100.0
P62244	8160.0
P62249	7350.0
P62253	171.0
P62256	64.2
P62258	24900.0
P62263	9720.0
P62266	6470.0
P62269	4210.0
P62273	3740.0
P62277	4690.0
P62280	5950.0
P62304	361.0
P62306	1070.0
P62308	3370.0
P62310	519.0
P62312	522.0
P62314	2240.0
P62316	3110.0
P62328	1970.0
P62330	396.0
P62333	970.0
P62380	123.0
P62424	9790.0
P62487	73.4
P62491	1630.0
P62495	895.0
P62633-2	364.0
P62633-4	346.0
P62699	2.82
P62701	7080.0
P62714	801.0
P62745	454.0
P62750	9100.0
P62753	4700.0
P62820	1980.0
P62826	12900.0
P62829	8440.0
P62834	1310.0
P62837	1510.0
P62841	4490.0
P62847	3560.0
P62851	5940.0
P62854	4120.0
P62857	8410.0
P62873	830.0
P62875	9.22
P62877	1.0
P62879	881.0
P62888	8250.0
P62891	902.0
P62899	6720.0
P62906	7070.0
P62910	6230.0
P62913-2	5520.0
P62917	6550.0
P62942	6620.0
P62993	97.7
P62995-3	590.0
P63000	2750.0
P63000-2	2250.0
P63010	935.0
P63092	135.0
P63092-2	136.0
P63092-3	136.0
P63096	468.0
P63104	38200.0
P63146	7.01
P63151	440.0
P63162	2800.0
P63165	337.0
P63167	2170.0
P63172	497.0
P63173	7030.0
P63208	1150.0
P63218	669.0
P63220	8270.0
P63241	24400.0
P63244	9600.0
P63272	65.1
P63279	902.0
P63313	3180.0
P67775	817.0
P67809	3820.0
P67812	259.0
P67870	694.0
P67936	3950.0
P67936-2	3000.0
P68036	1830.0
P68104	59700.0
P68106-2	7.73
P68363	52600.0
P68366	37900.0
P68402	2980.0
P68871	2.56
P69891	13.8
P69892	0.252
P78316	69.3
P78318	53.5
P78330	430.0
P78345	17.3
P78347-2	429.0
P78347-4	420.0
P78356	26.2
P78362-2	39.0
P78368	16.7
P78371	4680.0
P78406	278.0
P78417	3130.0
P78527	850.0
P78536	5.45
P78537	2.98
P80217	4.54
P80294	2700.0
P80297	30300.0
P80303	72.0
P80723	4.31
P81274	2.9
P81605	185.0
P82094	1.5
P82663	163.0
P82664	149.0
P82673	179.0
P82675	138.0
P82909	843.0
P82912-2	191.0
P82914	106.0
P82921	150.0
P82930	247.0
P82932	328.0
P82933	163.0
P82970	10.5
P82979	841.0
P83110	3.13
P83111	26.2
P83436	7.45
P83731	4500.0
P83876	42.2
P83881	1930.0
P83916	523.0
P84022	53.5
P84077	6010.0
P84085	3230.0
P84090	1910.0
P84095	650.0
P84098	2950.0
P84101	104.0
P84157	2.27
P84157-2	11.8
P84550-2	2.65
P85037	49.8
P86790	10.9
P98160	2.04
P98170	1.84
P98174	0.255
P98175	24.2
P98175-2	24.3
P98175-3	25.4
P98179	307.0
P98194	12.2
P98196	2.06
Q00013-3	0.0252
Q00059	366.0
Q00169	200.0
Q00266	185.0
Q00325-2	2320.0
Q00341	356.0
Q00403	30.6
Q00534	53.9
Q00535	42.5
Q00536	24.5
Q00537	11.3
Q00577	146.0
Q00610-2	2840.0
Q00613-2	25.2
Q00653	29.4
Q00653-4	29.4
Q00688	971.0
Q00765	400.0
Q00796	727.0
Q00839	4850.0
Q00839-2	5030.0
Q01081	588.0
Q01081-2	593.0
Q01082	458.0
Q01082-3	447.0
Q01085-2	194.0
Q01105	4910.0
Q01105-2	4490.0
Q01167	33.0
Q01196	75.4
Q01201	0.115
Q01415	52.2
Q01469	2.33
Q01518	2460.0
Q01581	82.6
Q01650	2190.0
Q01658	80.1
Q01664	1.68
Q01780	91.2
Q01813	2450.0
Q01831	1.51
Q01968	18.2
Q01970	66.9
Q02040	24.6
Q02127	18.6
Q02218	526.0
Q02218-2	497.0
Q02241	5.16
Q02241-2	5.67
Q02252	94.3
Q02338	6.35
Q02447-4	382.0
Q02487-2	10.5
Q02539	4780.0
Q02543	2480.0
Q02750	971.0
Q02790	2080.0
Q02809	110.0
Q02818	318.0
Q02878	5830.0
Q02880	81.0
Q02978	558.0
Q03001	18.6
Q03001-3	12.5
Q03001-8	24.7
Q03111	6.37
Q03113	2.21
Q03135	8.86
Q03154	735.0
Q03164-2	4.82
Q03188	39.0
Q03426	109.0
Q03468	3.29
Q03519	22.5
Q03701	85.6
Q04323	610.0
Q04446	363.0
Q04637	517.0
Q04695	31100.0
Q04721	6.33
Q04724	0.378
Q04726	5.4
Q04726-3	10.8
Q04727	0.351
Q04760	1890.0
Q04826	123.0
Q04828	7.56
Q04837	2760.0
Q04864	45.3
Q04917	16200.0
Q04941	1010.0
Q05048	204.0
Q05086-3	23.6
Q05193	58.5
Q05193-3	58.7
Q05209	107.0
Q05397-5	87.1
Q05513	0.0936
Q05519	210.0
Q05655	7.32
Q05682	1.04
Q05682-5	1.14
Q05823	75.5
Q05CH1	1.42
Q06124	182.0
Q06124-2	180.0
Q06136	233.0
Q06203	207.0
Q06210-2	357.0
Q06265	47.9
Q06278	7.9
Q06323	2130.0
Q06330-4	27.6
Q06481	4.4
Q06546	23.1
Q06547-2	36.7
Q06587	14.4
Q06787-5	67.7
Q06787-6	69.6
Q06787-8	72.6
Q06830	31400.0
Q07000	49.8
Q07002	770.0
Q07021	7340.0
Q07065	1230.0
Q07157	83.6
Q07617	11.0
Q07666	830.0
Q07812-8	426.0
Q07817-3	3.2
Q07820	4.63
Q07864	460.0
Q07866-3	240.0
Q07866-6	214.0
Q07955	2970.0
Q07960	546.0
Q08117	30.9
Q08170	137.0
Q08209-2	177.0
Q08211	1460.0
Q08257	224.0
Q08345	1.38
Q08378	27.7
Q08379	23.8
Q08380	2290.0
Q08426	0.0756
Q08431	88.2
Q08499-6	45.7
Q08623	154.0
Q08722	102.0
Q08722-3	121.0
Q08752	439.0
Q08945	448.0
Q08AD1-2	10.3
Q08AD1-3	9.91
Q08AE8-2	198.0
Q08AF3	2.56
Q08AG7	22.4
Q08AM6	17.5
Q08E86	0.505
Q08J23	280.0
Q09028-2	1450.0
Q09028-3	1690.0
Q09161	148.0
Q09472	0.276
Q09666	1830.0
Q09666-2	1600.0
Q0JRZ9	0.892
Q0VDF9	66.8
Q0VDG4	8.01
Q0VGL1	0.686
Q10469	28.9
Q10471	164.0
Q10472	32.3
Q10567-2	802.0
Q10567-3	797.0
Q10570	44.1
Q10589	3430.0
Q10713	542.0
Q12765	161.0
Q12768	68.4
Q12769	76.4
Q12788	178.0
Q12789-3	9.2
Q12792	446.0
Q12797	463.0
Q12800	26.8
Q12802-4	8.27
Q12805-2	6.25
Q12824	25.2
Q12824-2	28.2
Q12830-2	1.3
Q12834	1.76
Q12846	44.8
Q12849	217.0
Q12851	0.249
Q12872	1.96
Q12873	56.2
Q12874	355.0
Q12882	57.2
Q12888	33.9
Q12893	9.35
Q12899	23.1
Q12904	1010.0
Q12905	3880.0
Q12906	1910.0
Q12907	1410.0
Q12923-3	7.15
Q12926	110.0
Q12929	28.9
Q12933-3	12.3
Q12955	13.4
Q12955-4	9.66
Q12959-4	49.8
Q12959-5	52.0
Q12962	22.2
Q12965	78.5
Q12972	72.9
Q12974	64.6
Q12979-2	52.2
Q12981	51.6
Q12982	0.8
Q12986	5.04
Q12996	58.2
Q13011	1230.0
Q13017-2	2.48
Q13033	38.6
Q13033-2	44.9
Q13042-2	40.3
Q13043	53.4
Q13045	234.0
Q13049	14.0
Q13057	152.0
Q13084	86.1
Q13085	142.0
Q13107	18.2
Q13111	4.85
Q13112	3.98
Q13123	56.7
Q13131-2	28.6
Q13136	40.2
Q13144	98.8
Q13148	835.0
Q13151	1950.0
Q13153	113.0
Q13155	832.0
Q13158	39.1
Q13162	4710.0
Q13177	781.0
Q13185	1410.0
Q13190	46.6
Q13191-3	1.41
Q13200	1020.0
Q13206	21.2
Q13217	179.0
Q13228	5210.0
Q13232	23.7
Q13242	322.0
Q13243	252.0
Q13247-3	494.0
Q13257	209.0
Q13263	1110.0
Q13263-2	1120.0
Q13283	3490.0
Q13287	425.0
Q13308	22.7
Q13310-3	1160.0
Q13315	8.84
Q13330	18.0
Q13330-3	18.1
Q13347	1550.0
Q13356	17.7
Q13362	85.7
Q13362-4	69.0
Q13363-2	480.0
Q13367	15.7
Q13371	46.6
Q13402-5	25.1
Q13404-1	1810.0
Q13405	361.0
Q13409-2	397.0
Q13409-3	490.0
Q13416	6.99
Q13418	238.0
Q13423	567.0
Q13425	37.6
Q13426	27.9
Q13427	69.9
Q13428-3	347.0
Q13428-4	342.0
Q13433	36.0
Q13435	439.0
Q13438	15.5
Q13439	6.92
Q13439-4	6.93
Q13442	854.0
Q13443	22.9
Q13444-10	59.0
Q13444-3	7.07
Q13445	75.4
Q13451	124.0
Q13459	2.77
Q13464	22.9
Q13488	1.81
Q13492-2	191.0
Q13501	536.0
Q13503	18.6
Q13505-3	192.0
Q13509	53800.0
Q13526	443.0
Q13535-2	66.6
Q13541	1980.0
Q13542	142.0
Q13546	9.69
Q13547	271.0
Q13554-4	87.1
Q13555-10	158.0
Q13555-6	152.0
Q13555-7	154.0
Q13555-9	152.0
Q13557	230.0
Q13557-12	242.0
Q13561	677.0
Q13563-3	2.76
Q13564	258.0
Q13572	49.6
Q13573	96.6
Q13586	34.1
Q13596	176.0
Q13601	97.8
Q13608	20.2
Q13610	105.0
Q13613	3.97
Q13614	14.8
Q13616	100.0
Q13617	67.4
Q13618	52.2
Q13619	223.0
Q13625	4.8
Q13627-2	1.8
Q13630	1250.0
Q13641	3.95
Q13642	12.0
Q13643	4.38
Q13724	162.0
Q13748	36000.0
Q13751	1.55
Q13753	1.96
Q13769	20.4
Q13795	28.0
Q13813	551.0
Q13813-2	545.0
Q13813-3	549.0
Q13823	72.0
Q13838	3420.0
Q13867	256.0
Q13868	188.0
Q13885	70300.0
Q13895	121.0
Q13901	0.88
Q13907	311.0
Q13948	5.31
Q13951-2	128.0
Q13952	21.5
Q13952-3	25.2
Q14004	2.28
Q14008-2	143.0
Q14011	272.0
Q14019	2430.0
Q14061	1170.0
Q14103-3	3670.0
Q14103-4	3740.0
Q14108	224.0
Q14118	22.0
Q14126	656.0
Q14134	0.402
Q14137	170.0
Q14139	10.9
Q14141-2	416.0
Q14145	37.0
Q14146	12.4
Q14149	2.83
Q14151	459.0
Q14152	532.0
Q14155-1	91.0
Q14156	30.4
Q14157	718.0
Q14157-1	701.0
Q14160	108.0
Q14160-3	107.0
Q14161	17.6
Q14165	198.0
Q14166	858.0
Q14181	4.31
Q14185	53.4
Q14186	21.0
Q14192	147.0
Q14194	452.0
Q14195	304.0
Q14195-2	174.0
Q14197	186.0
Q14202	1.63
Q14204	638.0
Q14232	234.0
Q14240	4390.0
Q14241	8.76
Q14244	55.6
Q14244-2	37.0
Q14247	894.0
Q14247-3	949.0
Q14254	314.0
Q14257	231.0
Q14258	703.0
Q14289	35.0
Q14315	416.0
Q14318	157.0
Q14318-2	159.0
Q14320	19.1
Q14331	66.5
Q14344	117.0
Q14376	482.0
Q14435	8.37
Q14444-2	393.0
Q14451	9.33
Q14457	10.8
Q14498-2	489.0
Q14512	780.0
Q14517	2.44
Q14525	5.75
Q14527	7.28
Q14534	214.0
Q14554	55.6
Q14558-2	76.5
Q14562	20.9
Q14566	264.0
Q14571	23.7
Q14573	13.7
Q14574	19.2
Q14596-2	10.1
Q14624	168.0
Q14643-4	1.5
Q14651	333.0
Q14653	73.2
Q14669-2	12.5
Q14669-3	12.2
Q14671-2	48.4
Q14676	2.23
Q14677-3	309.0
Q14683	108.0
Q14684	116.0
Q14686	14.1
Q14687	3.42
Q14689	16.2
Q14690	121.0
Q14692	110.0
Q14693	2.65
Q14694	187.0
Q14696	518.0
Q14697-2	2560.0
Q14728	22.0
Q14738	141.0
Q14739	276.0
Q14746	20.4
Q14764	830.0
Q14789	19.4
Q14790	41.9
Q147X3	0.663
Q14802-2	10.7
Q14807	1.52
Q14814-4	2.88
Q14847	1350.0
Q14849-2	5.31
Q14914	131.0
Q14919	107.0
Q14938-5	3.49
Q14964	9.4
Q14966	8.84
Q14974	2660.0
Q14978-2	268.0
Q14978-3	274.0
Q14980	140.0
Q14980-2	140.0
Q14997	15.2
Q14999	6.16
Q14BN4-2	7.84
Q14C86-2	43.5
Q14CS0	0.351
Q14CW9	1.93
Q14CX7	49.3
Q15003	68.8
Q15004	401.0
Q15005	194.0
Q15006	133.0
Q15007	27.2
Q15008	1000.0
Q15014	5.61
Q15018	84.4
Q15019	1780.0
Q15020	109.0
Q15021	83.3
Q15024	113.0
Q15029	1030.0
Q15031	14.8
Q15036	18.2
Q15041	83.2
Q15042	178.0
Q15046	1170.0
Q15046-2	1110.0
Q15047-3	5.43
Q15050	293.0
Q15052	11.9
Q15054	10.9
Q15056	1640.0
Q15057	8.01
Q15058	12.3
Q15059	13.9
Q15061	233.0
Q15067	19.4
Q15067-2	23.9
Q15070-2	161.0
Q15072	12.3
Q15075	104.0
Q15102	832.0
Q15121	295.0
Q15125	8.73
Q15126	328.0
Q15139	10.7
Q15149	4280.0
Q15149-2	4350.0
Q15149-3	4350.0
Q15149-4	4350.0
Q15149-8	4360.0
Q15149-9	4360.0
Q15154	22.9
Q15155	246.0
Q15165	740.0
Q15170-2	42.9
Q15172	30.6
Q15173	48.2
Q15181	5000.0
Q15208	20.1
Q15233	1850.0
Q15257	410.0
Q15257-2	453.0
Q15262-2	4.04
Q15269	77.9
Q15276	8.43
Q15283	57.8
Q15286	747.0
Q15291	33.2
Q15293	916.0
Q15323	3.5
Q15326-3	6.6
Q15334	56.1
Q15345	43.4
Q15363	665.0
Q15365	8110.0
Q15366	6440.0
Q15366-2	6450.0
Q15366-3	6580.0
Q15366-5	6330.0
Q15369	2470.0
Q15370	1540.0
Q15382	1930.0
Q15386	8.79
Q15388	511.0
Q15392	19.7
Q15393	756.0
Q15397	85.9
Q15398	46.2
Q15404	288.0
Q15417	334.0
Q15424	370.0
Q15427	172.0
Q15428	172.0
Q15434	25.7
Q15435	202.0
Q15435-2	202.0
Q15436	355.0
Q15437	238.0
Q15459	413.0
Q15527	20.0
Q15528-2	11.8
Q15542-2	10.4
Q15554	4.89
Q15555	50.7
Q15560	53.9
Q15561	3.67
Q15582	41.4
Q15599	9.54
Q15633-2	28.3
Q15637-2	385.0
Q15637-4	385.0
Q15637-5	362.0
Q15637-6	365.0
Q15642	58.8
Q15643	11.3
Q15645	77.4
Q15648	6.26
Q15650	14.1
Q15651	1320.0
Q15653	46.8
Q15654	112.0
Q15678	28.8
Q15691	1150.0
Q15714	61.0
Q15714-2	124.0
Q15717	1570.0
Q15738	331.0
Q15742	23.5
Q15750	53.1
Q15751	27.4
Q15758	1060.0
Q15773	14.7
Q15785	197.0
Q15796-2	66.7
Q15797	14.0
Q15800	22.4
Q15813	228.0
Q15814	16.4
Q15819	2080.0
Q15833	7.47
Q15836	741.0
Q15843	2790.0
Q15847	10.6
Q15904	6.12
Q15907	1610.0
Q15910	2.93
Q15942	1100.0
Q16134	52.0
Q16181	905.0
Q16181-2	904.0
Q16186	302.0
Q16204	88.9
Q16222	399.0
Q16222-2	345.0
Q16222-3	399.0
Q16342-3	21.2
Q16352	18.7
Q16401	541.0
Q16512	9.96
Q16513	45.1
Q16527	0.693
Q16531	733.0
Q16539	149.0
Q16539-2	131.0
Q16540	170.0
Q16543	485.0
Q16555	3150.0
Q16563-2	422.0
Q16576	1340.0
Q16576-2	1170.0
Q16594	8.23
Q16611	22.5
Q16626	48.1
Q16629-3	1590.0
Q16630-2	388.0
Q16637	33.8
Q16643	375.0
Q16644	47.7
Q16647	62.8
Q16656	15.3
Q16658	4110.0
Q16659	28.9
Q16666	9.94
Q16706	30.5
Q16718	1030.0
Q16719	1.82
Q16720-8	34.8
Q16740	824.0
Q16762	171.0
Q16763	1.2
Q16773	8.6
Q16775	233.0
Q16795	465.0
Q16799	103.0
Q16822	717.0
Q16831	35.7
Q16836	738.0
Q16850	84.3
Q16851	952.0
Q16854	6.56
Q16864	147.0
Q16875	22.4
Q16880	10.3
Q16891	697.0
Q17R31-2	21.9
Q17RU2	17.7
Q1ED39	12.7
Q1KMD3	699.0
Q27J81	120.0
Q29940	143.0
Q29RF7	74.2
Q29RF7-3	57.9
Q2KHR3	8.58
Q2M2I8	37.2
Q2M389	16.1
Q2NKX8	7.36
Q2NL82	99.9
Q2PPJ7-3	10.5
Q2PZI1	3.44
Q2TAA5	2.84
Q2TAL8	36.1
Q2TAM5	122.0
Q2TAY7	184.0
Q2TB10	10.1
Q2TB90	105.0
Q2VPK5	10.1
Q2YDC2	362.0
Q31610	67.6
Q32MZ4-3	444.0
Q32NC0	4.48
Q32P28	1900.0
Q32P41	34.7
Q32P44	22.5
Q32P51	16200.0
Q330K1	537.0
Q3B726	21.0
Q3B794	19.8
Q3KQU3	27.1
Q3KQU3-3	33.3
Q3KQV9	84.5
Q3KRA6	25.0
Q3L8U1-2	14.5
Q3LXA3	177.0
Q3MHD2	121.0
Q3MII6	2.73
Q3MIR4	48.0
Q3SXM5	321.0
Q3SY69	1020.0
Q3V6T2-3	12.5
Q3YEC7	51.3
Q3ZCM7	29700.0
Q3ZCQ8	521.0
Q3ZCW2	6.78
Q460N5	3.57
Q495G6	11.7
Q495W5	17.9
Q49A26	46.9
Q49A26-5	67.4
Q49AR2	17.2
Q4G0F5	49.5
Q4G0J3	40.8
Q4G0N4	61.3
Q4G148	0.18
Q4G176	31.2
Q4J6C6-4	20.5
Q4KMP7	16.1
Q4KWH8-2	1.68
Q4LE39-3	3.58
Q4U2R6	2.09
Q4V328	8.68
Q4V328-2	5.72
Q4VC05	5.25
Q4VXW4	45.5
Q4VXZ8	10.4
Q52LW3	64.1
Q53EP0	6.02
Q53EQ6-2	18.4
Q53ET0	87.5
Q53EZ4	11.0
Q53F19	6.01
Q53FA7	293.0
Q53FT3	1.77
Q53GQ0	744.0
Q53GS7	16.1
Q53GS9	89.5
Q53H12	244.0
Q53H82	43.6
Q53H96	435.0
Q53HC9	90.8
Q53HL2	1.7
Q53LP3	70.5
Q53R41	0.748
Q53S33	56.7
Q53SF7-4	6.74
Q53T59	30.0
Q562E7	5.48
Q562R1	43500.0
Q56VL3	720.0
Q587I9	4.08
Q58F21-5	7.01
Q58FF3	725.0
Q58FF6	3760.0
Q58FF7	8740.0
Q58FF8	11100.0
Q58FG0	5070.0
Q58FG1	3300.0
Q58WW2	0.204
Q5BKZ1	56.6
Q5C9Z4	8.47
Q5EBL4	8.22
Q5F1R6	6.1
Q5GLZ8-2	116.0
Q5HYI7-4	20.7
Q5HYI8	84.7
Q5HYK3	9.35
Q5HYK7-2	20.8
Q5JP46	19.0
Q5JPE7-2	250.0
Q5JPH6	25.3
Q5JQP3	4.09
Q5JR04	110.0
Q5JRA6	44.2
Q5JRG1	88.2
Q5JRX3	407.0
Q5JSH3	22.6
Q5JSZ5	4.0
Q5JT10	8.49
Q5JTD0-2	29.3
