Gene_Symbol	MCF10A_1_FPKM	MCF10A_2_FPKM	MCF10A_3_FPKM	MCF10A_4_FPKM	MDA_MB-231_1_FPKM	MDA_MB-231_2_FPKM	MDA_MB-231_3_FPKM	MDA_MB-231_4_FPKM	MDA_MB-231/MCF10A.fc	MDA_MB-231/MCF10A.baseMean	MDA_MB-231/MCF10A.lfcSE	MDA_MB-231/MCF10A.stat	MDA_MB-231/MCF10A.raw.pval	MDA_MB-231/MCF10A.bh.pval	MCF10A.mean	MDA_MB-231.mean	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB-231_1	N_MDA_MB-231_2	N_MDA_MB-231_3	N_MDA_MB-231_4	MCF10A_1_Read_Count	MCF10A_2_Read_Count	MCF10A_3_Read_Count	MCF10A_4_Read_Count	MDA_MB-231_1_Read_Count	MDA_MB-231_2_Read_Count	MDA_MB-231_3_Read_Count	MDA_MB-231_4_Read_Count
RACK1	2026.085449	1377.593384	2011.615601	1404.480225	1640.67395	1310.033569	1661.782715	1302.130859	-1.333079698	23682.00138	0.166799377	-2.486598222	0.012897096	0.025930614	14.7240325	14.30926557	14.73721772	14.52523529	14.73161245	14.53805182	14.4921038	14.27844033	14.50226871	14.27613746	25051	27567	32120	22024	19654	14762	26207	23720
PEMT	4.79325	9.932712	5.225726	10.382814	25.986735	16.860274	22.701947	17.922519	2.261259015	187.1492985	0.359825246	3.271383172	0.001070228	0.002824753	6.841162354	8.020385793	6.72252832	7.3447953	6.75413388	7.37765902	7.95830886	7.56391687	7.86000871	7.63224932	55	183	75	150	277	172	327	300
PIAS3	62.563019	52.194145	62.905666	49.963291	27.934443	24.311413	27.817743	25.740505	-2.504350493	1663.88061	0.098312596	-13.47168664	2.29561E-41	1.39716E-39	11.21567034	9.891077106	10.99523946	10.95969201	11.0008895	10.91598163	10.24354568	10.10997313	10.23908586	10.15555486	2025	2734	2629	2051	876	717	1148	1227
ST3GAL6	1.620011	0.381384	1.667544	0.51573	3.479224	2.495376	4.091136	1.934903	2.579614008	92.88607336	0.475811151	2.873314773	0.004061892	0.009286579	5.699599939	7.063960255	6.28594763	5.47919284	6.3291692	5.65470221	6.87679484	6.55081831	7.04303256	6.38057823	63	25	86	27	134	89	212	116
NDC80	5.162037	5.190228	5.412418	4.964048	15.809472	41.801125	14.088306	40.562141	4.569685712	456.0021207	0.381148618	5.751286609	8.85668E-09	5.84451E-08	7.355127614	9.547433644	7.80829626	7.90750378	7.83775803	7.87397925	8.62731661	9.50133149	8.52874152	9.47593791	126	204	170	153	371	923	436	1448
CPQ	3.629367	3.830408	4.64815	4.198644	2.009959	0.977307	1.47296	1.186994	-3.361775747	74.97693944	0.261176719	-6.697470952	2.12057E-11	1.96105E-10	6.850406695	5.111085377	6.32952676	6.49753547	6.543727	6.57152532	5.83407886	5.37944603	5.61423072	5.45804128	79	135	131	116	43	20	41	38
BASP1	68.791939	73.896901	18.332914	70.317364	68.365103	106.396427	69.565654	105.025261	1.244723652	1749.680639	0.427086734	0.739487913	0.459610777	0.550134775	10.6063879	10.92212349	10.7356334	10.87558167	9.73176937	10.83426798	10.63423229	10.98146475	10.64978456	10.97741565	1449	2387	496	1793	1339	1937	1797	3107
IFITM3	346.952468	278.509613	348.679726	271.267971	766.032623	259.832573	730.267822	242.693867	1.389005394	3567.062639	0.412387216	1.149531759	0.250336779	0.334151999	11.54409116	12.01817701	11.64179965	11.57549982	11.64705441	11.55102127	12.28590348	11.31890909	12.24176839	11.26915045	2580	3348	3350	2559	5511	1759	6926	2660
NSA2	91.090244	69.81525	90.317893	70.67459	102.517056	141.699448	98.987796	145.957656	1.294866274	1862.371214	0.16362436	2.278408384	0.022702257	0.042594744	10.66466008	11.03720581	10.78989305	10.68408853	10.78104367	10.69627652	10.82593342	11.07710123	10.79682402	11.10206564	1426	1764	1821	1409	1548	2008	1971	3327
YAP1	56.087698	46.141254	56.292467	48.381741	61.376974	63.308674	62.508521	66.276579	1.048586146	4030.077381	0.053905587	1.269727212	0.204181816	0.282335348	11.94226988	12.01011618	11.9711555	11.93351873	11.96252877	11.95658566	11.98133922	11.98782551	11.99623729	12.01955676	3312	4449	4231	3598	3487	3417	4675	5713
PRMT5	22.79538	29.54227	23.261063	31.010556	80.465749	116.204259	80.231435	113.177698	3.078677274	2011.318326	0.223900679	7.245670948	4.30304E-13	4.81995E-12	9.945649834	11.56819168	10.13985826	10.43718693	10.14854429	10.46466073	11.10898263	11.4133153	11.10619933	11.39409242	649	1349	848	1099	2201	2974	2891	4695
TESK2	2.146559	0.450073	2.540797	0.396727	1.470602	0.373925	1.720044	0.621111	-1.456418063	49.6137939	0.681348867	-0.796103971	0.425971606	0.517693172	5.879139559	5.335236397	5.97290353	4.95920532	6.13400697	4.91625399	5.63284	4.76257842	5.72699957	5.01320761	73	25	113	18	50	12	74	32
CD2BP2	15.840674	13.412122	14.726868	12.244815	13.493299	16.805977	13.065422	16.896417	-1.090238038	675.1200518	0.126717574	-0.983629637	0.325297647	0.415105601	9.460028555	9.335275902	9.4711901	9.46322354	9.42215166	9.37219311	9.2884136	9.44552258	9.25093192	9.43966003	609	847	742	599	510	598	642	957
UBAC1	21.874458	16.740164	20.28673	18.479235	18.425222	22.503977	18.27755	22.366962	-1.106489321	495.4401319	0.117904148	-1.238205187	0.215639989	0.295566015	9.024556297	8.876795806	9.04178691	8.93436566	8.97812176	9.01446618	8.83784088	8.97586148	8.83073736	8.97332167	456	564	546	488	372	427	486	686
CDIPT	30.258784	18.497895	32.515356	17.516727	27.793955	19.698515	27.968281	18.005321	-1.207380995	604.8295223	0.251481384	-1.081117789	0.279644721	0.366152028	9.369846604	9.098149879	9.43698111	9.13379884	9.49561634	9.08860752	9.29490964	8.99510591	9.30785089	8.92197149	637	628	878	468	563	382	753	562
PGRMC2	54.00713	53.110645	58.257687	56.791988	42.182919	26.151348	43.738079	26.271544	-1.87559049	2338.456977	0.232332146	-3.905378072	9.40782E-05	0.000315681	11.57478718	10.66755913	11.30496033	11.41702265	11.37278659	11.47356984	11.02969167	10.62112663	11.05969356	10.62621721	2283	3633	3179	3044	1727	1008	2358	1636
ARIH2	22.921428	18.285846	20.440921	16.95504	35.904845	32.286279	29.062329	33.217647	1.341687863	1199.420946	0.080562292	5.263617301	1.41248E-07	7.84678E-07	10.00113768	10.42420206	10.15449929	10.06499354	10.09104274	10.04918979	10.35042054	10.33301576	10.31389641	10.36017496	915	1153	1094	890	1197	1141	1512	1897
TUBGCP3	7.886706	9.6131	8.990669	10.29669	9.726214	17.060761	10.354713	16.615414	1.22850181	570.8993576	0.256040336	1.15958285	0.246218687	0.3299026	9.000948626	9.297975351	8.88041511	9.14364395	8.95048363	9.20074736	8.97042646	9.43557297	8.99672384	9.4111484	343	663	483	558	399	668	543	1047
SEC24B	20.915754	18.320096	20.878105	17.250557	17.915684	17.251914	17.596618	17.858167	-1.264463635	1176.044905	0.071618774	-4.726771018	2.28118E-06	1.0358E-05	10.35893016	10.02075207	10.29822439	10.30709263	10.29273233	10.26551176	10.13044844	10.05679206	10.09562061	10.08306927	1095	1553	1404	1165	936	833	1183	1386
CFDP1	35.041348	36.960575	34.187622	37.036507	55.736305	49.790012	51.138798	45.239536	1.198944744	732.4432324	0.140888846	1.857955242	0.063175371	0.103725143	9.378971142	9.642186076	9.3532576	9.51511434	9.33386553	9.51333219	9.68451769	9.55991341	9.61034093	9.48051351	500	853	630	670	770	648	931	951
TMEM147	33.483558	40.159389	30.251747	38.319836	89.39069	92.886868	87.60779	94.419	2.145905088	705.1972509	0.163183239	6.750609152	1.47226E-11	1.38536E-10	8.808311455	9.910039102	8.9506468	9.15313944	8.87983533	9.19044552	9.66984092	9.68126035	9.70489753	9.73124253	325	591	382	487	803	791	1100	1347
RBM14	5.919009	7.588037	6.095122	7.332349	8.029105	22.411125	8.315031	20.61857	1.725524846	723.7698938	0.371377855	2.119230422	0.034070998	0.060681445	9.052771549	9.83993579	9.02684936	9.3455712	9.04592827	9.31301714	9.21492435	9.99848751	9.16465166	9.96464093	356	741	471	561	469	1111	581	1726
LYPLA1	28.436753	24.383411	20.794482	27.633762	19.066463	21.336861	22.829241	24.633585	-1.351378631	813.9490726	0.168854233	-2.572822377	0.010087296	0.02091083	9.870421522	9.434339017	9.81643774	9.80784451	9.55198868	9.90603434	9.42314498	9.48672597	9.57051388	9.6059252	808	1123	764	990	525	553	830	1030
CDC42EP2	2.874139	4.696933	2.654426	4.930345	30.415882	20.218187	30.649956	19.456114	5.546708714	372.9415114	0.328663233	7.520256947	5.46687E-14	6.71403E-13	6.830661529	9.303915376	7.210931	7.62786821	7.16369816	7.66402459	9.04727397	8.63117593	9.05435723	8.59966788	65	172	78	142	665	416	882	647
EMG1	10.968847	17.068622	12.72569	18.836765	21.792059	46.853029	22.126881	42.669395	1.860484232	330.936925	0.347036796	2.580931403	0.009853416	0.020487875	7.853779075	8.750032214	7.75194705	8.18156313	7.8341695	8.26187023	8.20826906	8.84693624	8.21628856	8.76359605	132	324	191	281	248	500	330	735
IFI30	4.898114	3.0095	3.636545	1.873719	35.288818	31.335773	36.134884	33.663696	8.786388063	241.8585608	0.225394326	13.91015591	5.49595E-44	3.5551E-42	5.632496307	8.761914451	6.71558658	6.4872951	6.51738325	6.25336966	8.274012	8.13057113	8.29823057	8.20243073	57	56	54	28	392	328	529	569
C1D	8.236887	7.651586	18.810722	8.789715	18.979229	17.719059	9.486149	28.134891	1.437858242	236.421588	0.365914985	1.43181195	0.152197646	0.219981507	7.599456357	8.12362766	7.45160273	7.50441083	8.06667356	7.60763095	8.02205962	7.93595658	7.50529857	8.3339739	118	178	325	160	249	219	174	554
TIMM17A	30.861107	52.792534	30.472847	53.576122	48.210979	66.391045	44.967335	68.941422	1.13663609	1097.908191	0.308104919	0.599699707	0.548706384	0.63399115	10.00511433	10.19004673	9.70149775	10.2697332	9.69181378	10.278574	10.00627007	10.25437534	9.94719779	10.29020442	571	1581	728	1257	864	1120	1061	1879
N4BP2L2	25.415191	18.165951	26.134396	16.668991	6.280107	4.551646	6.098894	7.517077	-4.002304422	636.8136302	0.194290469	-10.29814236	7.18351E-25	1.9506E-23	9.993491771	7.990026139	9.77471367	9.46287122	9.80040043	9.42242598	8.42502026	8.39509221	8.49616625	8.54608363	984	988	1304	744	206	192	300	382
ZER1	16.808933	9.775784	16.433216	8.644062	11.503362	5.437097	11.931465	5.106164	-1.736816849	621.9483999	0.3637819	-2.18934924	0.028571466	0.052041938	9.624542798	8.828247744	9.63555409	9.28000802	9.61527151	9.17116588	9.23684927	8.61592115	9.26692305	8.57068832	806	759	1017	526	535	238	730	361
MCRS1	15.411987	18.945968	17.147632	16.859669	18.870391	26.142205	18.483059	28.129258	1.146547413	497.8639763	0.177868771	1.109222345	0.267334276	0.352800114	8.857491646	9.054971383	8.78466316	9.00278151	8.80414927	8.97097282	8.89290148	9.10135238	8.87297708	9.14407818	335	612	443	464	398	495	512	838
FAM3C	66.546302	46.981558	67.958925	50.220066	69.040775	54.90609	69.570575	58.08911	-1.066663214	2044.08101	0.150999982	-0.616587717	0.537506699	0.62338264	11.04311812	10.94984798	11.08816248	10.91216647	11.10744118	10.96459128	11.05846063	10.83650904	11.06402108	10.8861148	1885	2154	2487	1804	1895	1417	2513	2425
ACAA2	31.419912	22.718117	29.189133	23.142229	24.015619	25.514229	24.406433	25.425747	-1.243796387	666.6939416	0.101664542	-3.095969598	0.001961705	0.004855141	9.53033257	9.214138636	9.55464391	9.39785194	9.49138216	9.40977789	9.26592576	9.28889989	9.27886849	9.2878005	678	793	813	633	502	502	672	808
PPIE	6.62038	6.541281	12.092945	6.583376	19.286956	10.320289	16.063673	8.887448	1.107706839	448.5381047	0.121002944	1.219607636	0.22261365	0.303642267	8.732716285	8.881616893	8.69518603	8.78314014	8.76664748	8.80337494	8.74460706	8.9559377	8.83258614	8.85375488	324	506	456	408	358	447	524	639
TOMM40	12.167114	28.561743	10.743218	26.934278	48.623779	103.676825	46.831165	104.567024	3.183965266	1103.65843	0.458015773	3.647963012	0.000264328	0.000803387	9.043004368	10.71409544	8.96884122	9.71401899	8.88681409	9.6623425	9.98736144	10.65370345	9.95390359	10.66839873	245	929	279	687	947	1893	1201	3096
TAB1	12.791207	8.413313	11.752153	7.860637	7.532586	6.61024	6.575705	6.5048	-1.732319734	371.3086478	0.162682579	-4.872711239	1.10077E-06	5.28567E-06	8.878865576	8.086675181	8.85970536	8.62370483	8.78856072	8.56270816	8.35603095	8.2286231	8.24842248	8.21770727	460	490	546	359	263	217	302	345
ECI2	45.140206	28.81247	45.631601	28.379641	64.415855	106.132234	71.654306	107.349867	2.008138297	1129.159759	0.224587315	4.478697426	7.50999E-06	3.09803E-05	9.552452123	10.55787765	9.86809719	9.64502227	9.8789584	9.64297144	10.10718184	10.5227113	10.19907118	10.53538454	705	748	922	587	975	1511	1428	2468
HAX1	66.33014	57.25514	69.610496	57.613373	95.079305	79.32625	97.47288	79.619154	1.210036904	1152.356621	0.125256878	2.195895763	0.028099405	0.051280377	10.02617822	10.30145365	10.08383775	10.0706438	10.1163303	10.05659788	10.32529404	10.14217621	10.34579991	10.14499641	864	1194	1159	924	1192	937	1608	1515
BAIAP2	15.237294	15.832401	14.463294	15.418462	20.078424	22.6157	20.199834	21.62855	1.182983444	787.7709538	0.117569003	2.062022104	0.039205632	0.068545931	9.49500201	9.738039341	9.49247668	9.62844771	9.43457566	9.61186818	9.66676434	9.72589689	9.65700436	9.69927522	560	925	673	714	717	747	934	1167
MAD2L2	11.756284	11.643767	13.012582	12.027099	29.030371	36.2364	27.770136	40.173516	2.321052268	330.2659773	0.16144379	7.524470337	5.29345E-14	6.50752E-13	7.635985255	8.850562317	7.85604047	7.93743906	7.91005086	7.95295949	8.50951978	8.67585363	8.46922819	8.77190986	152	238	211	191	353	414	444	741
TACC3	9.346658	9.818769	8.288909	9.480872	19.375711	54.159458	18.526968	53.870663	3.328863844	825.7236269	0.392645358	4.418821784	9.92404E-06	4.0043E-05	8.575535187	10.31055408	8.89338836	9.03820854	8.80507761	9.00879486	9.41865724	10.32993345	9.38020148	10.32806579	296	503	339	381	594	1562	748	2511
SLC30A9	36.048428	34.214458	35.920135	34.520966	34.239597	31.35116	35.143124	30.182631	-1.258188678	1490.775675	0.106054282	-3.124327272	0.001782121	0.0044517	10.69782317	10.36694127	10.5905429	10.66854024	10.58814434	10.67220101	10.48624076	10.38475324	10.50703453	10.35627591	1311	2014	1687	1592	1207	1039	1630	1617
PIBF1	8.213883	7.33095	8.304452	7.389129	6.906349	7.490962	6.966238	8.572439	-1.209610916	332.0238409	0.110119388	-2.493140109	0.012661887	0.025540159	8.507135127	8.229847651	8.42403912	8.46655925	8.45539668	8.45069886	8.24321104	8.28214786	8.2492134	8.37673966	292	431	391	333	244	249	324	450
PPIH	17.293574	19.61178	13.243462	22.560543	40.213379	75.802821	41.859456	83.523161	2.781233749	404.9116006	0.326389434	4.521362659	6.14428E-06	2.57768E-05	7.742971341	9.218199795	7.97400218	8.16820932	7.78162143	8.27554375	8.58009239	9.11850459	8.61422899	9.21803348	156	284	153	256	348	617	477	1105
COG5	8.452163	10.768198	8.818357	11.226196	12.418523	10.986075	13.727811	10.897571	1.038275426	717.3368624	0.198581533	0.272881376	0.784944403	0.840963241	9.458951484	9.513545974	9.27840971	9.59171872	9.31264805	9.62769738	9.53667395	9.40435683	9.62312337	9.40513048	464	948	625	778	659	548	960	884
ZNHIT1	35.318142	39.901806	31.551069	41.850658	34.674786	28.47229	33.458092	26.818302	-1.42194054	550.07491	0.19746299	-2.571930767	0.010113311	0.020957523	9.334833144	8.827816725	9.11617417	9.34280638	9.02197214	9.37949811	9.0405372	8.85306264	9.00926537	8.80912131	469	857	541	704	446	344	566	524
TIMM44	10.950772	8.026189	10.173946	8.738549	35.533543	39.83033	34.561291	40.234127	3.403146218	600.100666	0.109179641	16.18313744	6.63267E-59	7.65857E-57	8.092958322	9.856679589	8.57207253	8.44508678	8.51455263	8.50644597	9.49896299	9.57378392	9.47266036	9.58615068	245	290	293	248	768	810	983	1322
PFDN6	30.131847	46.84177	29.444649	44.623741	83.736755	123.8825	83.514847	131.849201	2.378538787	634.7640832	0.264360056	4.728685462	2.25978E-06	1.02721E-05	8.553040949	9.804020265	8.61853876	9.07140939	8.60190491	8.92546644	9.38593682	9.70917535	9.38218802	9.70251218	236	593	298	390	635	883	833	1412
ZBTB18	11.951117	10.653695	11.1401	10.506983	10.654895	18.805996	2.025203	12.926903	-1.209213908	611.531068	0.502163786	-0.545777065	0.58521919	0.667502132	9.386578064	9.11303937	9.23166042	9.33181	9.24751306	9.31524342	9.14716918	9.54857627	7.98175946	9.23166028	522	822	686	635	492	755	124	851
HMGN4	41.855782	30.347412	41.194885	31.185469	61.354858	64.831635	60.013603	66.412842	1.504450272	1278.314002	0.102260323	5.762121651	8.30631E-09	5.5056E-08	9.996026914	10.58444032	10.19099012	10.0435879	10.17827009	10.06201703	10.45762692	10.4767304	10.43726238	10.50062437	919	1078	1168	868	1305	1297	1680	2147
TADA3	36.647907	40.886326	38.38037	37.828561	40.671485	33.063024	39.597323	30.38492	-1.267606526	1250.312868	0.153364998	-2.230671905	0.02570287	0.047382715	10.4486202	10.1073972	10.27950616	10.49586749	10.31820753	10.40162466	10.28057557	10.10597871	10.25795219	10.04306872	1031	1859	1392	1313	1074	847	1378	1262
TRIM38	10.108646	5.188385	10.259133	4.688792	11.665333	7.041891	11.677835	6.514858	1.069728781	623.7712317	0.326228849	0.298088482	0.765635632	0.825574117	9.235440483	9.332668123	9.4441047	9.00129515	9.45768445	8.91941533	9.50786766	9.04933368	9.50755164	8.98920323	635	527	832	374	710	403	935	603
ATP5H	110.398888	110.893822	109.150986	112.658218	140.014328	116.028778	143.624512	115.346146	-1.008641255	995.8792391	0.144482412	-0.085914545	0.931534349	0.95662097	9.965823245	9.95380573	9.89628102	10.02083565	9.88732999	10.03045416	10.0377585	9.8509095	10.05918228	9.84813156	766	1245	978	991	941	734	1271	1179
UBE2E3	59.475732	51.558729	58.544254	51.823376	53.968126	67.803674	55.037291	66.132038	-1.058000189	1209.220962	0.104792439	-0.776199946	0.437630938	0.528433369	10.280061	10.19851109	10.27978732	10.26234335	10.25822632	10.2495929	10.13352494	10.29708769	10.14399489	10.27253744	1049	1443	1320	1119	918	1083	1225	1696
SLC25A17	7.189434	8.14273	7.701519	6.768855	6.722925	10.134606	7.610597	13.221007	1.051844295	246.8199812	0.254296536	0.286756391	0.774298856	0.832300537	7.911293537	7.982459683	7.77964968	8.03161612	7.8366921	7.99528661	7.67250085	8.01909851	7.80858509	8.23532521	168	321	233	242	152	228	239	474
SLC9A6	6.059622	6.201202	5.841424	6.820613	10.992027	12.866903	11.265313	13.605687	1.639072592	564.2401068	0.14573518	4.891610607	1.00014E-06	4.83252E-06	8.740436491	9.452829769	8.8117845	8.94509105	8.77900021	9.02003599	9.23176492	9.34083634	9.26939252	9.39217439	319	529	395	456	551	607	758	1036
EIF3M	124.278415	90.260702	123.649521	96.3845	162.760487	192.969047	165.752002	201.189545	1.437859345	3210.926761	0.118015809	4.439426882	9.01988E-06	3.67185E-05	11.36336851	11.88693608	11.52905947	11.38453149	11.53658828	11.4368341	11.7071504	11.82521193	11.72414295	11.86352474	2330	2738	3034	2301	2988	3328	4015	5603
NXF1	31.149851	19.709612	34.36816	19.645336	13.789368	25.742555	19.35748	33.927108	-1.187062705	989.5739791	0.279568888	-0.884920163	0.376199692	0.467647369	10.06919271	9.821517925	10.13103493	9.87232655	10.16818073	9.8028859	9.58486296	10.06482347	9.59785579	10.07717043	1025	1067	1379	773	556	962	745	1572
SEC23B	19.48786	30.907151	18.862988	30.165362	37.177971	32.516438	39.310792	35.188261	1.198936401	1378.934671	0.260778486	1.003745112	0.315501487	0.404778906	10.29241382	10.55438664	10.06619067	10.5693322	10.03712821	10.54415145	10.54122961	10.39582554	10.57118013	10.44440666	746	1910	928	1461	1371	1127	1869	1922
SEC23A	47.732944	80.532768	49.956341	85.092804	56.782032	55.656033	59.074879	57.364925	-1.373927471	3472.280976	0.27469004	-1.668447267	0.095226972	0.14762661	11.97267515	11.51442347	11.51811926	12.09655868	11.5560086	12.14289006	11.60280392	11.55825784	11.63538265	11.58618414	2202	6011	2975	4977	2537	2339	3475	3898
CAP2	17.88636	20.187149	17.829556	20.40484	13.647415	23.923662	13.492801	24.512314	-1.195330794	772.7981555	0.256233032	-1.00459305	0.315092845	0.404535809	9.716976041	9.459441815	9.53325965	9.76005364	9.53170646	9.76583996	9.2551052	9.69246895	9.24403793	9.71651442	604	1103	778	874	447	736	581	1219
CAP1	129.810879	291.692716	126.924618	289.542047	211.255881	238.951757	213.851986	238.30266	-1.12272087	8217.500423	0.366504305	-0.455654375	0.648638535	0.725373742	13.0855572	12.91858195	12.5391762	13.36379685	12.52196363	13.35141894	12.87907077	12.96028173	12.89536911	12.96215282	4002	14722	5052	11433	6312	6750	8478	10901
CREB3	18.642035	26.794691	17.533783	27.375214	26.4802	30.715067	27.547527	28.596033	1.053579728	631.5843101	0.236994539	0.317726699	0.750692257	0.813507836	9.26441881	9.340247939	9.04247125	9.46585146	8.99479749	9.48124124	9.27263117	9.37028867	9.30554341	9.31192413	385	895	468	717	530	578	726	870
LRRC41	32.133041	23.44426	31.83794	23.63999	22.10993	18.79974	23.122673	19.630568	-1.538014492	969.3021316	0.136028815	-4.565717158	4.9779E-06	2.12736E-05	10.19834446	9.576836101	10.14906423	9.99675396	10.14131615	9.99996138	9.7662963	9.60748845	9.80222368	9.64350312	1057	1248	1352	986	705	564	970	951
VTI1B	31.555433	32.78207	34.761806	30.076647	35.420143	52.723557	35.716263	50.681984	1.150175884	668.7109273	0.175336484	1.151240685	0.249633232	0.333465086	9.280543326	9.482848094	9.24062928	9.39156949	9.32178172	9.3154484	9.27724795	9.58977379	9.28372388	9.55799061	468	787	666	566	509	713	676	1108
CRTAP	83.680908	45.07431	83.843094	44.009037	47.726017	36.979141	48.701569	36.912708	-1.726508682	4781.172705	0.243490309	-3.235683553	0.001213518	0.003162203	12.56396002	11.77607959	12.59798733	12.17298469	12.60039167	12.14859585	12.04021912	11.80490683	12.05654002	11.80598018	6206	5410	8029	4139	3429	2499	4607	4033
SYNCRIP	36.352346	38.93345	37.313768	49.991998	41.689602	62.540075	43.040611	59.902665	1.110580028	3835.014633	0.235215814	0.643295846	0.520032151	0.607762707	11.82740402	11.97866571	11.67961852	11.82135968	11.72498872	12.11297176	11.76065893	12.08533424	11.77428086	12.0852618	2448	4082	3341	4503	2813	3995	3768	6437
VAT1	75.848221	50.869671	77.199699	51.705135	86.739372	46.261997	82.968948	45.495544	-1.126199577	2379.726754	0.283230353	-0.605381846	0.544925311	0.630506857	11.2997427	11.1283291	11.34969542	11.12706079	11.36585944	11.13723292	11.40518976	10.84684068	11.36500577	10.83594357	2333	2532	3066	2017	2584	1297	3254	2062
STK25	23.499491	22.786981	28.164707	29.774975	25.42895	23.245347	25.492918	21.846125	-1.28807541	858.3885153	0.150872384	-2.42070184	0.015490577	0.030417368	9.916367393	9.551612548	9.69875351	9.78522454	9.84815975	10.0059897	9.6752973	9.58964475	9.69042886	9.54021178	677	1052	1040	1065	685	601	919	912
ENOX2	3.554658	3.317149	2.989375	3.710174	5.645837	8.481135	5.839719	9.192185	1.79773995	294.8692551	0.212425077	3.983448464	6.79224E-05	0.000233886	7.720646023	8.565310715	7.88504514	7.93944778	7.75010118	8.02448949	8.20045692	8.5133793	8.22742113	8.57114031	170	256	184	224	261	364	355	625
UNC13B	6.046721	6.260803	6.038534	6.222821	5.912588	6.791733	6.038336	7.378657	-1.105125019	548.4016003	0.129009122	-1.117824726	0.263641859	0.348933601	9.169713023	9.024828913	9.06387541	9.21247581	9.06291602	9.20366167	8.98613231	9.07301702	9.00219381	9.1455398	436	729	562	568	413	446	555	783
CARM1	25.072659	22.284916	23.594805	20.320335	31.468618	36.690697	28.995279	36.07579	1.247474265	1099.015339	0.109047456	2.925424092	0.003439871	0.008008216	9.933541032	10.25282164	10.0214404	10.0418481	9.97184812	9.96131546	10.15360334	10.25782445	10.0829432	10.24572863	830	1194	1009	853	1009	1107	1224	1759
NCOA2	7.331057	3.825598	7.376981	4.111735	3.473548	2.409685	3.627382	2.942882	-2.082028167	509.6452041	0.252171754	-4.195511869	2.72256E-05	0.000101112	9.427758851	8.368844839	9.40075964	8.94967201	9.40688683	9.01155873	8.69451734	8.38709536	8.72736747	8.53766469	700	591	909	500	322	210	442	414
SEMA6C	1.939137	0.464362	1.562691	0.262384	0.110579	0.138189	0.235867	0.228239	-6.287809864	34.32769915	0.636121528	-4.169891249	3.04745E-05	0.000111692	5.891295518	3.217306177	5.78363598	4.72468822	5.58767785	4.35750427	3.91354902	3.98510949	4.2005498	4.17514919	88	34	91	15	5	6	14	16
SEMA6B	1.634705	0.114953	1.058551	0.070358	11.466493	5.736434	9.777419	5.92984	10.34050437	221.1079864	0.760907931	4.42922792	9.4571E-06	3.83467E-05	5.28888949	8.655071236	6.69757908	5.50248837	6.39738764	5.42071285	8.37299889	7.66776956	8.21435242	7.70311829	72	9	61	4	489	230	549	384
SEMA4F	2.523049	2.741922	2.302184	2.517227	0.792465	1.898084	0.996886	1.606669	-2.281733489	158.2752137	0.27484422	-4.330199454	1.48974E-05	5.8101E-05	7.781881703	6.592020628	7.48900641	7.66124697	7.40389373	7.56288528	6.56091088	7.12562443	6.68764285	6.99375722	173	295	202	208	53	113	85	154
SEMA4D	3.716414	1.598296	4.163479	1.701657	14.483436	12.195578	15.828332	11.876701	4.272153324	480.6879234	0.308109067	6.799421537	1.0504E-11	1.00837E-10	7.511408809	9.605330125	8.18617928	7.70087694	8.27104489	7.74096739	9.29008311	9.09952273	9.37257621	9.07913107	192	134	277	112	724	574	1040	904
SEMA4B	19.144621	9.657197	18.805312	9.832003	18.55222	9.538988	17.09718	10.432608	-1.183401657	704.5541054	0.334339063	-0.726627089	0.467454429	0.557363393	9.57692468	9.333994203	9.72575344	9.24248523	9.70577301	9.24413543	9.63137944	9.05886437	9.56120766	9.05843079	810	648	1022	511	758	371	922	598
SEMA3C	425.651138	164.374176	433.052597	214.100189	28.272563	27.190125	35.950297	27.532704	-11.51396515	11665.73367	0.299872546	-11.75603734	6.57483E-32	2.57879E-30	14.38984267	10.86443607	14.08192807	13.30345979	14.10494069	13.54109695	11.73428446	11.7126196	11.91459522	11.71865889	23256	14723	30696	14885	1505	1413	2621	2301
APPBP2	11.81952	8.353527	11.834349	8.9919	8.602415	6.442226	9.450505	5.368107	-1.585192589	778.0685998	0.223567786	-2.972960194	0.002949427	0.006967528	9.898023757	9.233665901	9.83380582	9.64561646	9.83565524	9.71411498	9.49656398	9.23548023	9.57571246	9.09679478	857	971	1108	827	604	426	874	574
MYBBP1A	8.055305	16.663872	6.910078	16.462357	26.144554	37.974363	26.210876	37.233918	2.208416061	1277.011783	0.407478677	2.805084199	0.005030344	0.011257	9.636557316	10.77976917	9.42877314	10.18453024	9.32705362	10.168931	10.30585219	10.70073917	10.38902783	10.68582513	372	1374	414	1062	1171	1761	1695	2792
FBLN5	307.896759	202.240555	309.026154	200.988449	0.603262	0.072563	0.314212	0.113344	-1043.656094	4802.040182	0.457722459	-21.90722888	2.2167E-106	1.1411E-103	13.22801868	3.233019897	12.39793954	12.10065324	12.40277007	12.08921598	8.29188602	8.17470502	8.21995999	8.16917736	9039	9609	11715	7483	18	2	12	5
